original,article,anchor,link,context
пункта 2 настоящей статьи,121_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1332"">пункта 2</a> настоящей статьи","пункта 2 настоящей статьи, устанавливаются в соответствии с настоящим Кодексом и уголовно-исполните"
подпунктом 3) части пятой настоящего пункта,122_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1839"">подпунктом 3)</a> части пятой настоящего пункта",Основанием перевода земель особо охраняемых природных территорий в земли запаса в соответст
подпунктом 3) части пятой настоящего пункта,122_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1839"">подпунктом 3)</a> части пятой настоящего пункта",При переводе земель особо охраняемых природных территорий в соответствии с подпунктом 3) ча
пункте 2 настоящей статьи,133_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z719"">пункте 2</a> настоящей статьи","3. Земельные участки под водохозяйственными сооружениями, перечисленными в пункте 2 настоящ"
пунктов 1 и 3 настоящей статьи,143_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1412"">пунктов 1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1414"">3</a> настоящей статьи",6. Положения пунктов 1 и 3 настоящей статьи не применяются в отношении земель зоны ядерной
статьи 148,148,z170,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z170"">статьи 148</a>",статьи 148 настоящего Кодекса.
пункта 1 статьи 153,153,z176,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z176"">пункта 1 статьи 153</a>",пункта 1 статьи 153 настоящего Кодекса.
статьи 122,122,z138,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z138"">статьи 122</a>",статьи 122 настоящего Кодекса применяются для целей добычи твердых полезных ископаемых (за исключен
статьи 122,122,z138,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z138"">статьи 122</a>",статьи 122 настоящего Кодекса применяются для перевода земель особо охраняемых природных территорий
статьи 44-2,44,z51,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z51"">статьи 44-2</a>","Правоустанавливающие и идентификационные документы на земельные участки, предоставленные фи"
Статью 171,171,z1569,"<a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1569"">Статью 171</a>","Статью 171 предусмотрено дополнить частями второй, третьей, четвертой, пятой, шестой, седьмой,"
подпункте 2) ,13,https://adilet.zan.kz/rus/docs/Z1700000047#z44,"<a href=""https://adilet.zan.kz/rus/docs/Z1700000047#z44"">подпункте 2) пункта 2</a>",
подпунктом 4-1),16,z1943,"
      на период строительства дорог общего пользования, объектов государственной собственности и социально-культурного назначения, а также государственных социальных объектов (государственных общеобразовательных школ и дошкольных организаций, больниц и поликлиник) в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1943"">подпунктом 4-1)</a> ",
подпунктах 3) – 7),37,z37_5_3,"
      3. Негосударственные землепользователи, кроме указанных в <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z37_5_3"">подпунктах 3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1896"">7)</a> ",
"подпунктами 2), 3), 5) и 6)",64,z976,"
      2. Полномочия, предусмотренные <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z976"">подпунктами 2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z977"">3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z979"">5)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z980"">6)</a> ",
подпункте 2) ,13,https://adilet.zan.kz/rus/docs/Z1700000047#z44,"<a href=""https://adilet.zan.kz/rus/docs/Z1700000047#z44"">подпункте 2) пункта 2</a>",
подпунктах 1) и 3),100,z100_2_1,"
      3. Включение земельных участков, перечисленных в <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z100_2_1"">подпунктах 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z100_2_3"">3)</a> ",
подпункте 2),100,z100_2_2,"
      Включение земельных участков, перечисленных в <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z100_2_2"">подпункте 2)</a> ",
подпункте 9),121,z1343,"
      Земельные участки, находящиеся в зоне, указанной в <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z1343"">подпункте 9)</a> ",
"подпунктах 1), 2), 3), 4), 5), 6) и 7)",14,z537," настоящего Кодекса и только тех земельных участков, на которых установлен режим ограниченной хозяйственной деятельности, за исключением земельных участков, на которых расположены особо охраняемые природные территории, указанные в подпунктах 1), <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z553"">2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z554"">3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z555"">4)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z556"">5)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z557"">6)</a> и 7) ",
"подпунктах 1), 2), 4) и 5)",14,z571," и <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z571"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z572"">2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z575"">4)</a> и 5) ",
"
      5) для разведения диких животных, в том числе в охотничьих целях, –гражданам и негосударственным юридическим лицам Республики Казахстан на землях лесного фонда и землях запаса, за исключением земель, указанных в подпунктах 1), 2), 3), 4) и 6) пункта 1 ",1,z3,"
      5) для разведения диких животных, в том числе в охотничьих целях, –гражданам и негосударственным юридическим лицам Республики Казахстан на землях лесного фонда и землях запаса, за исключением земель, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z420"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z421"">2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z422"">3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z423"">4)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z425"">6)</a> <a href=""http://85.202.192.66:9096/rus/docs/K030000442_#z3"">пункта 1</a>",
