original,article,anchor,link,context
пункта 1 статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">пункта 1 статьи 220</a>",пункта 1 статьи 220 и
пункта 1 статьи 221,221,z2815,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2815"">пункта 1 статьи 221</a>","пункта 1 статьи 221 настоящего Кодекса, государство гарантирует сохранность обязательных пенсионных"
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>",статьи 207 настоящего Кодекса.
статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>",статьи 220 настоящего Кодекса.
статьи 218,218,z2792,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2792"">статьи 218</a>","статьи 218 настоящего Кодекса, осуществляется в виде выплаты разницы между суммой фактически внесен"
пункта 1 статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">пункта 1 статьи 220</a>",пункта 1 статьи 220 и
пункта 1 статьи 221,221,z2815,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2815"">пункта 1 статьи 221</a>","пункта 1 статьи 221 настоящего Кодекса, в порядке, определяемом Правительством Республики Казахстан"
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>",статьи 207 настоящего Кодекса;
пункта 1 настоящей статьи,220_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2803"">пункта 1</a> настоящей статьи",2. Единовременно сумма пенсионных накоплений из единого накопительного пенсионного фонда вы
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>","статьи 207 настоящего Кодекса, а также размер ежемесячного содержания лиц, указанных в"
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>","статьи 207 настоящего Кодекса, обеспечивает коэффициент замещения среднемесячного дохода получателя"
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>",статьи 207 настоящего Кодекса;
пунктах 1 и 2 статьи 195-1,195-1,z3415,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3415"">пунктах 1 и 2 статьи 195-1</a>","2-1) при наступлении условий, указанных в пунктах 1 и 2 статьи 195-1 настоящего Кодекса;"
пункта 1 настоящей статьи,221_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2816"">пункта 1</a> настоящей статьи",2. Единовременно сумма пенсионных накоплений из единого накопительного пенсионного фонда вы
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>",статьи 207 настоящего Кодекса;
пункта 1 статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">пункта 1 статьи 220</a>","пункта 1 статьи 220,"
пункта 1 статьи 221,221,z2815,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2815"">пункта 1 статьи 221</a>","пункта 1 статьи 221 настоящего Кодекса, в виде ежемесячных пенсионных выплат по установленному граф"
пункта 1 статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">пункта 1 статьи 220</a>","пункта 1 статьи 220,"
пункта 1 статьи 221,221,z2815,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2815"">пункта 1 статьи 221</a>","пункта 1 статьи 221 настоящего Кодекса, в порядке, определенном уполномоченным органом по регулиров"
статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>",статьи 220 и
статьи 221,221,z2815,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2815"">статьи 221</a>","статьи 221 настоящего Кодекса, осуществляются в порядке, определяемом Правительством Республики Каз"
статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>","статьи 220 настоящего Кодекса, осуществляются в порядке, определяемом Правительством Республики Каз"
статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>","статьи 220 настоящего Кодекса, не может превышать сумму разницы между суммой пенсионных накоплений"
статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>","статьи 220 настоящего Кодекса, не может превышать 50 процентов от размера пенсионных накоплений за"
статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>","статьи 220 настоящего Кодекса, не может превышать размер пенсионных накоплений за счет обязательных"
статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>","статьи 220 настоящего Кодекса, осуществляется за счет средств указанных лиц."
подпункте 4) пункта 1 статьи 221,221,z2815,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2820"">подпункте 4)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2816"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2815"">статьи 221</a>","статьи 207, подпункте 4) пункта 1 статьи 220 и подпункте 4) пункта 1 статьи 221 настоящего Кодекса,"
подпункте 4) пункта 1 статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2807"">подпункте 4)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2803"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>","статьи 207, подпункте 4) пункта 1 статьи 220 и подпункте 4) пункта 1 статьи 221 настоящего Кодекса,"
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>","статьи 207, подпункте 4) пункта 1 статьи 220 и подпункте 4) пункта 1 статьи 221 настоящего Кодекса,"
пункта 1 статьи 221,221,z2815,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2815"">пункта 1 статьи 221</a>","пункта 1 статьи 221 настоящего Кодекса, имеют право использовать пенсионные накопления, сформирован"
пунктом 2 настоящей статьи,226_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2862"">пунктом 2</a> настоящей статьи","Размер страховых выплат, а также порядок расторжения договора пенсионного аннуитета, внесен"
пунктом 12 настоящей статьи,226_p12,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2884"">пунктом 12</a> настоящей статьи",1) периодичность страховых выплат определяется в соответствии с пунктом 12 настоящей статьи
пункта 1 статьи 221,221,z2815,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2815"">пункта 1 статьи 221</a>","пункта 1 статьи 221 настоящего Кодекса, – 50 лет."
статьи 225,225,z2854,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2854"">статьи 225</a>","статьи 225 настоящего Кодекса, на дату внесения изменений в договор пенсионного аннуитета."
статьи 226,226,z2860,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2860"">статьи 226</a>","статьи 226 настоящего Кодекса, перевести в единый накопительный пенсионный фонд сумму денег, подлеж"
пункте 1 настоящей статьи,228_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2918"">пункте 1</a> настоящей статьи","2. В случае просрочки исполнения обязательств, указанных в пункте 1 настоящей статьи, едины"
пункта 2 настоящей статьи,234_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2963"">пункта 2</a> настоящей статьи",1. Право на государственное социальное пособие по случаю потери кормильца имеют нетрудоспос
части первой,234_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2961"">части первой</a>",Положения части первой настоящего пункта распространяются на постоянно проживающих в Респуб
статьей 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьей 207</a>",9. Государственное социальное пособие по случаю потери кормильца устанавливается на весь пе
статьей 236,236,z2984,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2984"">статьей 236</a>","в объеме 30 процентов от размера пособия, назначенного в соответствии со статьей 236 настоя"
пунктом 5 настоящей статьи,239_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3040"">пунктом 5</a> настоящей статьи","Если один из членов семьи, состоявший на иждивении умершего (признанного судом безвестно от"
статьях 101-1,101,z1505,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1505"">статьях 101-1</a>","Для лиц, указанных в статьях 101-1 и"
статьи 244,244,z3113,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3113"">статьи 244</a>",статьи 244 настоящего Кодекса.
статьи 118,118,z1703,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1703"">статьи 118</a>",статьи 118 настоящего Кодекса.
статье 101-1,101,z1505,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1505"">статье 101-1</a>","7) физические лица, применяющие специальный налоговый режим для самозанятых, указанные в ст"
статьи 102-1,102,z1517,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1517"">статьи 102-1</a>",статьи 102-1 настоящего Кодекса.
статьи 243,243,z3103,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3103"">статьи 243</a>","части первой статьи 243 настоящего Кодекса, являются расходы работодателя в виде:"
статьи 243,243,z3103,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3103"">статьи 243</a>",и 8) части первой статьи 243 настоящего Кодекса.
статьи 243,243,z3103,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3103"">статьи 243</a>","статьи 243 настоящего Кодекса, являются:"
пунктом 1 настоящей статьи,245_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3125"">пунктом 1</a> настоящей статьи","за наемных работников – расходы, выплачиваемые работнику в виде доходов в качестве оплаты т"
статьи 243,243,z3103,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3103"">статьи 243</a>","части первой статьи 243 настоящего Кодекса, является:"
статьи 243,243,z3103,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3103"">статьи 243</a>","части первой статьи 243 настоящего Кодекса, социальные отчисления перечисляются плательщиками в пор"
статьи 243,243,z3103,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3103"">статьи 243</a>","части первой статьи 243 настоящего Кодекса, является доход, выплачиваемый им местными исполнительны"
статьях 101-1 и 102-1,101-1,z3538,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3538"">статьях 101-1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3485"">102-1</a>",", а также на доходы лиц, указанных в статьях 101-1 и 102-1 настоящего Кодекса."
статьи 256,256,z3263,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3263"">статьи 256</a>","статьи 256 настоящего Кодекса, осуществляется органами государственных доходов в соответствии с зак"
статье 101-1,101,z1505,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1505"">статье 101-1</a>","10. Уплата социальных отчислений лицами, применяющими специальный налоговый режим для самоз"
статьи 78,78,z1242,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1242"">статьи 78</a>","статьи 78,"
статьи 85,85,z1314,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1314"">статьи 85</a>","статьи 85,"
пунктом 2 статьи 181,181,z2345,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2345"">пунктом 2 статьи 181</a>","статьи 118, пунктом 2 статьи 181,"
статьи 118,118,z1703,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1703"">статьи 118</a>","статьи 118, пунктом 2 статьи 181,"
статьи 240,240,z3048,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3048"">статьи 240</a>",статьи 240 настоящего Кодекса.
части первой,248_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3163"">части первой</a>","Обязательные пенсионные взносы удерживаются и уплачиваются агентами из доходов лиц, указанн"
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>",статьи 207 настоящего Кодекса;
статье 101-1,101,z1505,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1505"">статье 101-1</a>","4) физическими лицами, применяющими специальный налоговый режим для самозанятых, указанными"
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>",статьи 207 настоящего Кодекса;
частью третьей,248_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3170"">частью третьей</a>",6. Обязательные пенсионные взносы работодателя в единый накопительный пенсионный фонд уплач
статьи 207,207,z2649,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2649"">статьи 207</a>",статьи 207 настоящего Кодекса;
подпунктах 2) и 4) настоящего пункта,248_9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3198"">подпунктах 2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3200"">4)</a> настоящего пункта","1) индивидуальными предпринимателями и юридическими лицами (кроме лиц, указанных в подпункт"
пункте 4 настоящей статьи,248_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3175"">пункте 4</a> настоящей статьи","6) лицами, указанными в пункте 4 настоящей статьи, – не позднее 25 числа месяца, следующего"
статье 101-1,101,z1505,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1505"">статье 101-1</a>","6-1) физическими лицами, применяющими специальный налоговый режим для самозанятых, указанны"
пункта 4 настоящей статьи,248_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3175"">пункта 4</a> настоящей статьи","настоящего Кодекса, осуществляется органами государственных доходов в соответствии с законодательст"
статьи 248,248,z3162,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3162"">статьи 248</a>","статьи 248 настоящего Кодекса, в размере 10 процентов от ежемесячного дохода, принимаемого для исчи"
пункта 4 статьи 248,248,z3162,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3162"">пункта 4 статьи 248</a>","пункта 4 статьи 248 настоящего Кодекса, в размере десяти процентов от дохода, принимаемого для исчи"
статьи 248,248,z3162,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3162"">статьи 248</a>","статьи 248 настоящего Кодекса, в размере 10 процентов от дохода, принимаемого для исчисления обязат"
статьи 248,248,z3162,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3162"">статьи 248</a>","статьи 248 настоящего Кодекса, устанавливаются в размере 5 процентов от ежемесячного дохода работни"
статьях 101-1 и 102-1,101-1,z3538,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3538"">статьях 101-1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3485"">102-1</a>","При этом ежемесячный доход, принимаемый для исчисления обязательных пенсионных взносов рабо"
статьей 248,248,z3162,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3162"">статьей 248</a>",2. В декларации по индивидуальному подоходному налогу и социальному налогу не отражаются св
пунктом 5 настоящей статьи,256_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3275"">пунктом 5</a> настоящей статьи","6. На основании списков, представленных плательщиком или агентом в соответствии с пунктом 5"
пунктом 3 настоящей статьи,262_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3326"">пунктом 3</a> настоящей статьи",4. Единый накопительный пенсионный фонд является правопреемником по всем обязательствам нак
пунктом 3 настоящей статьи,262_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3326"">пунктом 3</a> настоящей статьи",5. Единый накопительный пенсионный фонд без взимания платы предоставляет по запросу физичес
статьи 27,27,z550,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z550"">статьи 27</a>","статьи 27 настоящего Кодекса, установив, что в период приостановления данный абзац действует в след"
статьи 256,256,z3263,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3263"">статьи 256</a>","статьи 256 настоящего Кодекса, установив, что в период приостановления данная часть действует в сле"
пункта 1 статьи 1,1,z7,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z7"">пункта 1 статьи 1</a>","пункта 1 статьи 1 настоящего Кодекса, установив, что данный абзац до 1 января 2024 года действует в"
статьи 243,243,z3103,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3103"">статьи 243</a>","статьи 243,"
статьи 245,245,z3124,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3124"">статьи 245</a>","статьи 245,"
статьи 246,246,z3146,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3146"">статьи 246</a>",статьи 246 настоящего Кодекса.
статьи 226,226,z2860,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2860"">статьи 226</a>","статьи 226 настоящего Кодекса распространяется на правоотношения, возникшие из договоров пенсионног"
пункта 1 статьи 17,17,z349,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z349"">пункта 1 статьи 17</a>","пункта 1 статьи 17, части четвертая и пятая"
статьи 78,78,z1242,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1242"">статьи 78</a>","статьи 78, части пятая и шестая"
статьи 85,85,z1314,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1314"">статьи 85</a>","статьи 85, часть вторая"
статьи 113,113,z1664,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1664"">статьи 113</a>","статьи 113,"
статьи 181,181,z2345,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2345"">статьи 181</a>","статьи 181, части вторая и третья"
статьи 240,240,z3048,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3048"">статьи 240</a>","статьи 240,"
статьи 243,243,z3103,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3103"">статьи 243</a>","статьи 243,"
статьи 244,244,z3113,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3113"">статьи 244</a>","статьи 244,"
статьи 245,245,z3124,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3124"">статьи 245</a>","статьи 245,"
статьи 246,246,z3146,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3146"">статьи 246</a>","статьи 246,"
пункта 9 статьи 248,248,z3162,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3162"">пункта 9 статьи 248</a>","пункта 9 статьи 248,"
пункта 1 статьи 249,249,z3208,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3208"">пункта 1 статьи 249</a>",пункта 1 статьи 249 настоящего Кодекса действуют до 1 января 2024 года;
пункта 2 статьи 35,35,z634,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z634"">пункта 2 статьи 35</a>","пункта 2 статьи 35, абзацы третий и четвертый"
статьи 226,226,z2860,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2860"">статьи 226</a>","статьи 226,"
пункта 4 статьи 227,227,z2899,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2899"">пункта 4 статьи 227</a>",пункта 4 статьи 227 настоящего Кодекса вводятся в действие с 1 января 2024 года;
статьи 138,138,z1900,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1900"">статьи 138</a>","статьи 138,"
статьи 142,142,z1940,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1940"">статьи 142</a>","статьи 142,"
пункта 1 статьи 1,1,z7,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z7"">пункта 1 статьи 1</a>",пункта 1 статьи 1 настоящего Кодекса вводится в действие с 1 января 2028 года.
статьи 40,40,z747,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z747"">статьи 40</a>",статьи 40 действует в следующей редакции:
статьи 122,122,z1765,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1765"">статьи 122</a>",статьи 122 действует в следующей редакции:
пункте 4 настоящей статьи,263_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3350"">пункте 4</a> настоящей статьи",", при условии его (их) участия в мерах содействия занятости и (или) при необходимости социальной ада"
статьи 228,228,z2917,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2917"">статьи 228</a>",статьи 228 действует в следующей редакции:
статьи 120,120,z1741,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1741"">статьи 120</a>",статьи 120 действует в следующей редакции:
пункта 1 статьи 135,135,z1879,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1879"">пункта 1 статьи 135</a>",пункта 1 статьи 135 действует в следующей редакции:
статьи 139,139,z1908,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1908"">статьи 139</a>",статьи 139 действует в следующей редакции:
пункта 1 статьи 1,1,z7,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z7"">пункта 1 статьи 1</a>",пункта 1 статьи 1 действуют в следующей редакции:
статьи 202,202,z2586,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2586"">статьи 202</a>",статьи 202 действует в следующей редакции:
статьи 210,210,z2700,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2700"">статьи 210</a>","статьи 210 настоящего Кодекса, если исчисленный в соответствии с данной нормой размер пенсионной вы"
статьи 210,210,z2700,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2700"">статьи 210</a>",статьи 210 действует в следующей редакции:
статьи 216,216,z2757,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2757"">статьи 216</a>",статьи 216 действует в следующей редакции:
статьи 220,220,z2802,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2802"">статьи 220</a>",статьи 220 действует в следующей редакции:
пункта 1 настоящей статьи,263_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z3343"">пункта 1</a> настоящей статьи","""2. Единовременно сумма пенсионных накоплений из единого накопительного пенсионного фонда в"
подпункте 12),35,z660,"
      10) привлечение для исполнения обязанностей, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z660"">подпункте 12)</a> ",
подпункте 1),37,z709,"
      6. Единый накопительный пенсионный фонд осуществляет передачу пенсионных активов в доверительное управление управляющему инвестиционным портфелем в течение тридцати календарных дней после даты поступления заявления, указанного в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z709"">подпункте 1)</a> ",
подпунктами 3) и 4),37,z711," настоящей статьи, в сумме, соответствующей сумме пенсионных накоплений, указанной в данном заявлении, с учетом ограничений, установленных <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z711"">подпунктами 3)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z716"">4)</a> ",
подпункте 1),37,z709," настоящего пункта, и (или) представления неполного пакета документов единый накопительный пенсионный фонд в течение пяти рабочих дней после даты поступления заявления, указанного в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z709"">подпункте 1)</a> ",
"подпунктами 1), 2) и 3)",92,z1399," настоящей статьи, за исключением случаев, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1399"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1400"">2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1401"">3)</a> ",
"подпунктах 1), 2) и 3)",95,z1428,"
      4. Выплата пособия награжденной матери прекращается с даты наступления обстоятельств, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1428"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1429"">2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1430"">3)</a> ",
подпунктом 1),99,z1475,"
      5. Прекращение обязанности по трудоустройству, предусмотренной <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1475"">подпунктом 1)</a> ",
подпунктами 1) – 4),100,z1495,"
      2. Безработные, снятые с учета в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1495"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1500"">4)</a> ",
"подпунктах 1), 2) и 4)",176,z2274,"
      2. Лицам с инвалидностью, указанным в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2274"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2281"">2)</a> и 4) ",
"подпунктах 2), 3), 4) и 5)",185,z2407,"
      Выплата пособия воспитывающему ребенка с инвалидностью прекращается с даты наступления обстоятельств, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2407"">подпунктах 2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2408"">3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2409"">4)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2410"">5)</a> ",
подпунктом 1),6,z189,"
      3) лица, приравненные по льготам к участникам Великой Отечественной войны, статус которых определен <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z189"">подпунктом 1)</a> ",
подпунктом 2),6,z190,"
      4) лица, приравненные по льготам к лицам с инвалидностью вследствие ранения, контузии, увечья или заболевания, полученных в период Великой Отечественной войны, статус которых определен <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z190"">подпунктом 2)</a> ",
"подпунктах 1), 2), 3), 4) и 5)",5,z186,"
      2) ветеранам боевых действий на территории других государств, перечисленным в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z186"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z187"">2)</a>, 3), 4) и 5) ",
"подпунктах 6), 7) и 8) ",5,https://adilet.zan.kz/rus/docs/Z2000000322#z25,"<a href=""https://adilet.zan.kz/rus/docs/Z2000000322#z25"">подпунктах 6), 7) и 8) статьи 5</a>",
подпунктов 1) и 2),100,z1495," данного Кодекса и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1495"">подпунктов 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z1496"">2)</a> ",
подпунктах 2) и 3),220,z2805,"
      2) лицам, указанным в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2805"">подпунктах 2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2806"">3)</a> ",
подпунктах 2) и 3),221,z2818,", <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2818"">подпунктах 2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2819"">3)</a> ",
подпунктах 1) и 2),220,z2804,"
      2. Единовременно сумма пенсионных накоплений из единого накопительного пенсионного фонда выплачивается в случае, если сумма пенсионных накоплений лиц, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2804"">подпунктах 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2805"">2)</a> ",
подпунктах 1) и 2),221,z2817,"
      2. Единовременно сумма пенсионных накоплений из единого накопительного пенсионного фонда выплачивается в случае, если сумма пенсионных накоплений лиц, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2817"">подпунктах 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2818"">2)</a> ",
подпункте 3),234,z2967,"
      1. Право на государственное социальное пособие по случаю потери кормильца имеют нетрудоспособные члены семьи умершего кормильца, состоявшие на его иждивении. При этом детям и лицам, указанным в <a href=""http://85.202.192.66:9096/rus/docs/K2300000224#z2967"">подпункте 3)</a> ",
