original,article,anchor,link,context
части первой,193_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z814"">части первой</a>","Ограничения, предусмотренные подпунктом 2) части первой настоящего пункта, не распространяю"
пункта 3-1 настоящей статьи,194_p3-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2380"">пункта 3-1</a> настоящей статьи","3-2. Введение новых мер государственной поддержки частного предпринимательства, проект норм"
"пунктов 1, 2, 3-1 и 3-2 настоящей статьи",194_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z823"">пунктов 1</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z824"">2</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2380"">3-1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2385"">3-2</a> настоящей статьи","3-3. Положения пунктов 1, 2, 3-1 и 3-2 настоящей статьи не применяются при реализации компл"
"статьях 8, 90-6, 120, 160 – 231",8,z8,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z8"">статьях 8</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1291"">90-6</a>-<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z120"">120</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z160"">160</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z231"">231</a>","Под товаром в статьях 8, 90-6, 120, 160 – 231 настоящего Кодекса понимаются товар, работа,"
пункта 3 настоящей статьи,196_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z828"">пункта 3</a> настоящей статьи","11. При регулировании экономической концентрации, а также выявлении признаков антиконкурент"
пунктом 3 настоящей статьи,196_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z828"">пунктом 3</a> настоящей статьи","В случае, если анализ состояния конкуренции на товарных рынках при выявлении признаков злоу"
пункта 3 настоящей статьи,196_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z828"">пункта 3</a> настоящей статьи",Анализ с целью установления целесообразности присутствия государства в предпринимательской
пунктом 9 настоящей статьи,196_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z834"">пунктом 9</a> настоящей статьи","12. Анализ состояния конкуренции на товарных рынках осуществляется на основании информации,"
Статья 197,197,z197h,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z197h"">Статья 197</a>",Статья 197 действовала до 01.01.2017 в соответствии с Кодексом РК от 29.10.2015
статьи 169,169,z169,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z169"">статьи 169</a>","статьи 169 настоящего Кодекса, а также признаков антиконкурентных действий (бездействия), соглашени"
пунктом 2-1 настоящей статьи,199_p2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1958"">пунктом 2-1</a> настоящей статьи","Республики Казахстан, не приостанавливает течение срока, предусмотренного пунктом 2-1 настоящей ста"
пунктом 2-1 настоящей статьи,199_p2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1958"">пунктом 2-1</a> настоящей статьи","2. Антимонопольный орган выносит решение о проведении расследования, если организацией, над"
пункте 1 настоящей статьи,199_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z842"">пункте 1</a> настоящей статьи",3. Если в течение одного календарного года с момента вынесения уведомления антимонопольный
подпунктах 4) и 5) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_4"">подпунктах 4)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_5"">5)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","статьи 201 настоящего Кодекса, либо уведомление его о сделках (действиях), указанных в подпунктах 4"
статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","статьи 201 настоящего Кодекса, либо уведомление его о сделках (действиях), указанных в подпунктах 4"
подпунктах 4) и 5) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_4"">подпунктах 4)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_5"">5)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","3. Субъекты рынка, намеревающиеся совершить экономическую концентрацию, указанную в подпунк"
статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","статьи 201 настоящего Кодекса, осуществляются Государственной корпорацией ""Правительство для гражда"
пункте 1 настоящей статьи,201_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z851"">пункте 1</a> настоящей статьи","3) осуществление сделок, указанных в пункте 1 настоящей статьи, если такая сделка происходи"
пункта 1 настоящей статьи,201_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z851"">пункта 1</a> настоящей статьи","3. Согласие антимонопольного органа на осуществление сделок (действий), указанных в подпунк"
пункта 1 настоящей статьи,201_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z851"">пункта 1</a> настоящей статьи","3. Согласие антимонопольного органа на осуществление сделок (действий), указанных в подпунк"
пункте 1 настоящей статьи,201_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z851"">пункте 1</a> настоящей статьи","4. Согласие антимонопольного органа на осуществление сделок, указанных в пункте 1 настоящей"
пунктом 3 настоящей статьи,201_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z853"">пунктом 3</a> настоящей статьи","В случае, если экономическая концентрация, указанная в пункте 1 настоящей статьи, осуществл"
пункте 1 настоящей статьи,201_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z851"">пункте 1</a> настоящей статьи","В случае, если экономическая концентрация, указанная в пункте 1 настоящей статьи, осуществл"
пунктом 3 настоящей статьи,201_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z853"">пунктом 3</a> настоящей статьи",7. Совокупный объем реализации товаров в соответствии с пунктом 3 настоящей статьи определя
пункта 1 настоящей статьи,201_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z851"">пункта 1</a> настоящей статьи","8. В случае осуществления сделок, предусмотренных подпунктами 1) и 2) пункта 1 настоящей ст"
пункта 1 настоящей статьи,201_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z851"">пункта 1</a> настоящей статьи","В случае осуществления сделок, предусмотренных подпунктами 3), 4) и 5) пункта 1 настоящей с"
подпунктом 1) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_1"">подпунктом 1)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","1. В случаях, предусмотренных подпунктом 1) пункта 1 статьи 201 настоящего Кодекса, ходатай"
подпунктах 2) и 3) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_2"">подпунктах 2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_3"">3)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","2. Ходатайство о даче согласия на экономическую концентрацию, указанную в подпунктах 2) и 3"
"подпунктах 1), 2) и 3) пункта 1 статьи 201",201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_1"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_2"">2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_3"">3)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","3. Если стороной сделок, указанных в подпунктах 1), 2) и 3) пункта 1 статьи 201 настоящего"
статье 204,204,z204,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z204"">статье 204</a>","1. Ходатайство составляется по форме, установленной антимонопольным органом, с приложением"
статьи 204,204,z204,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z204"">статьи 204</a>",4. Представляемые документы и сведения нумеруются и представляются с указанием номеров пунк
подпунктом 1) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_1"">подпунктом 1)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","1. Документация, необходимая для представления в антимонопольный орган ходатайства о даче с"
подпунктом 2) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_2"">подпунктом 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","2. Перечень документов и сведений, необходимых для подачи в антимонопольный орган ходатайст"
статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","статьи 201 настоящего Кодекса, и субъектами рынка, находящимися под его прямым или косвенным контро"
подпунктом 2) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_2"">подпунктом 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","объем производства и реализации, экспорта и импорта в Республику Казахстан товаров, аналоги"
подпунктом 2) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_2"">подпунктом 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","4) объем производства и реализации, экспорта и импорта товаров в Республику Казахстан субъе"
подпунктом 2) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_2"">подпунктом 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","5) объем производства и реализации, экспорта и импорта в Республику Казахстан тех же или вз"
статьей 207,207,z207,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z207"">статьей 207</a>","5. В случае, предусмотренном пунктом 3 статьи 200 настоящего Кодекса, ходатайство о даче со"
пунктом 3 статьи 200,200,z200,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z200"">пунктом 3 статьи 200</a>","5. В случае, предусмотренном пунктом 3 статьи 200 настоящего Кодекса, ходатайство о даче со"
пункте 3 настоящей статьи,205_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z878"">пункте 3</a> настоящей статьи",При этом общий срок рассмотрения ходатайства о даче согласия на экономическую концентрацию
пункта 8 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 8 статьи 201</a>","Субъекты рынка, совершившие сделки, предусмотренные подпунктами 3), 4) и 5) пункта 1 статьи"
"подпунктами 3), 4) и 5) пункта 1 статьи 201",201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_3"">подпунктами 3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_4"">4)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_5"">5)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","Субъекты рынка, совершившие сделки, предусмотренные подпунктами 3), 4) и 5) пункта 1 статьи"
подпунктом 4) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_4"">подпунктом 4)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","1. Перечень документов и сведений, необходимых для направления (подачи) уведомления (ходата"
статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","статьи 201 настоящего Кодекса, и субъектами рынка, находящимися под его прямым или косвенным контро"
подпунктом 4) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_4"">подпунктом 4)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","объем производства и реализации, экспорта и импорта в Республику Казахстан товаров, аналоги"
подпунктом 4) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_4"">подпунктом 4)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","4) объем производства и реализации, экспорта и импорта товаров в Республику Казахстан субъе"
подпунктом 4) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_4"">подпунктом 4)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","5) объем производства и реализации, экспорта и импорта в Республику Казахстан тех же или вз"
подпунктом 5) пункта 1 статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_5"">подпунктом 5)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","2. Перечень документов и сведений, необходимых для направления (подачи) уведомления (ходата"
статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>",статьи 201 настоящего Кодекса:
статьи 201,201,z201,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201"">статьи 201</a>","статьи 201 настоящего Кодекса, указываются:"
статьей 216,216,z216,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z216"">статьей 216</a>","3. Если в ходе расследования будет установлено, что признаки нарушения законодательства Рес"
статьи 216,216,z216,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z216"">статьи 216</a>","статьи 216 настоящего Кодекса, антимонопольным органом издается приказ о проведении расследования."
пунктом 1 статьи 170,170,z170h,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z170h"">пунктом 1 статьи 170</a>","1) пунктом 3 статьи 169, пунктом 1 статьи 170 настоящего Кодекса, до проведения расследован"
пунктом 3 статьи 169,169,z169,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z169"">пунктом 3 статьи 169</a>","1) пунктом 3 статьи 169, пунктом 1 статьи 170 настоящего Кодекса, до проведения расследован"
статьей 174,174,z174,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z174"">статьей 174</a>","2) статьей 174 настоящего Кодекса, до проведения расследования проводит анализ состояния ко"
пункта 1 настоящей статьи,222_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z932"">пункта 1</a> настоящей статьи","1) в случаях, предусмотренных подпунктом 1) пункта 1 настоящей статьи, – со дня принятия ре"
пункта 1 настоящей статьи,222_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z932"">пункта 1</a> настоящей статьи","2) в случае, предусмотренном подпунктом 2) пункта 1 настоящей статьи, – со дня завершения д"
пункта 1 настоящей статьи,222_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z932"">пункта 1</a> настоящей статьи","3) в случае, предусмотренном подпунктом 3) пункта 1 настоящей статьи, – со дня представлени"
пункта 1 настоящей статьи,222_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z932"">пункта 1</a> настоящей статьи","4) в случаях, предусмотренных подпунктом 4) пункта 1 настоящей статьи, – со дня завершения"
статьей 223,223,z223,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z223"">статьей 223</a>",1) прекращении расследования нарушения законодательства Республики Казахстан в области защи
подпунктами 1) и 2) пункта 1 статьи 226,226,z226,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z226_1_1"">подпунктами 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z226_1_2"">2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z226"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z226"">статьи 226</a>","2) возбуждении дела об административном правонарушении и в случаях, установленных подпункта"
пунктах 1-1 и 2 настоящей статьи,224_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z212"">пунктах 1-1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z936"">2</a> настоящей статьи","2-1. Положения, указанные в пунктах 1-1 и 2 настоящей статьи, не применяются в случаях пров"
пункте 2 настоящей статьи,225_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z943"">пункте 2</a> настоящей статьи","3. Монопольный доход определяется с момента осуществления субъектом рынка действий, указанн"
статьи 175,175,z175,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z175"">статьи 175</a>","1) установлении субъектом рынка, занимающим доминирующее или монопольное положение, монопол"
статьей 174,174,z174,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z174"">статьей 174</a>","1. В случае, если субъект рынка, занимающий доминирующее или монопольное положение, дважды"
статьей 93,93,z93,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z93"">статьей 93</a>",Государственная поддержка малого и среднего предпринимательства осуществляется по видам гос
статьей 93,93,z93,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z93"">статьей 93</a>","Государственная поддержка социального предпринимательства, кроме мер государственной поддер"
статьи 324,324,z324,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z324"">статьи 324</a>",статьи 324 Кодекса РК от 29.10.2015 № 375-V.
пункта 2 настоящей статьи,281_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1079"">пункта 2</a> настоящей статьи","3. Меры государственной поддержки, предусмотренные подпунктами 2), 3) и 4) части первой пун"
пунктом 2 настоящей статьи,283_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1090"">пунктом 2</a> настоящей статьи",3-1. Инвестиционные преференции предоставляются исключительно по одному из инвестиционных к
пунктом 1 настоящей статьи,283-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3351"">пунктом 1</a> настоящей статьи","2) юридическое лицо осуществляет инвестиции в размерах, установленных пунктом 1 настоящей с"
статьей 283-4,283,z283,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z283"">статьей 283-4</a>","1) преференций по налогам, предусмотренных статьей 283-4 настоящего Кодекса и Налоговым код"
пункта 1 настоящей статьи,283-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3402"">пункта 1</a> настоящей статьи","3. Исполнение юридическим лицом, заключившим соглашение об инвестиционных обязательствах, о"
пункта 1 настоящей статьи,283-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3402"">пункта 1</a> настоящей статьи","При этом финансирование не менее пятидесяти процентов от суммы, предусмотренной частью перв"
пункта 1 настоящей статьи,283-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3402"">пункта 1</a> настоящей статьи","При исполнении юридическим лицом, заключившим соглашение об инвестиционных обязательствах,"
пункта 1 настоящей статьи,283-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3402"">пункта 1</a> настоящей статьи","1) стоимость товаров, работ и услуг по договорам, заключенным со взаимосвязанной стороной,"
части первой,283-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3402"">части первой</a>","Юридическое лицо, являющееся недропользователем, осуществляет финансирование расходов, указ"
пунктом 2 настоящей статьи,283-4_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3431"">пунктом 2</a> настоящей статьи","3. Преференции по налогам предоставляются на основании одного из контрактов, предусмотренны"
пунктом 2 настоящей статьи,283-4_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3431"">пунктом 2</a> настоящей статьи","7. Гарантия стабильности по преференциям по налогам, предусмотренным пунктом 2 настоящей ст"
пункта 3 настоящей статьи,295-2_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3474"">пункта 3</a> настоящей статьи",2. Изменения в соглашение об инвестиционных обязательствах могут вноситься исключительно в
пункте 5 статьи 283-2,283-2,z3401,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3401"">пункте 5 статьи 283-2</a>","3. Действие соглашения об инвестиционных обязательствах до истечения срока, указанного в пу"
пунктом 4 статьи 283-2,283-2,z3401,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3401"">пунктом 4 статьи 283-2</a>","При неисполнении обязательств и условий, предусмотренных частью первой пункта 1, пунктом 2,"
пункта 2 настоящей статьи,296_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1142"">пункта 2</a> настоящей статьи",3. При невозможности разрешения инвестиционных споров в соответствии с положениями пункта 2
пунктом 1 статьи 296-2,296-2,z1996,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1996"">пунктом 1 статьи 296-2</a>","1) камерального контроля, осуществляемого на основе изучения и анализа отчетов, представлен"
статьи 82,82,z82,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z82"">статьи 82</a>",статьи 82 настоящего Кодекса;
пункта 1 настоящей статьи,311_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1181"">пункта 1</a> настоящей статьи",2. Уполномоченный по защите прав предпринимателей Казахстана в течение десяти календарных д
пункта 1 статьи 296-2,296-2,z1996,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1996"">пункта 1 статьи 296-2</a>","статьи 295, пункта 1 статьи 296-2 настоящего Кодекса в части уплаты сумм налогов сохраняют действие"
статьи 295,295,z295,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z295"">статьи 295</a>","статьи 295, пункта 1 статьи 296-2 настоящего Кодекса в части уплаты сумм налогов сохраняют действие"
пункта 1 статьи 287,287,z287,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z287"">пункта 1 статьи 287</a>",3. Нормы пункта 1 статьи 287 настоящего Кодекса в части освобождения от обложения ввозными
подпункта 5) пункта 2 статьи 38,38,z38,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z38_2_5"">подпункта 5)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z38"">пункта 2</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z38"">статьи 38</a>",1) подпункта 2) части второй пункта 2 статьи 36 и подпункта 5) пункта 2 статьи 38 настоящег
пункта 2 статьи 36,36,z36,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z36"">пункта 2 статьи 36</a>",1) подпункта 2) части второй пункта 2 статьи 36 и подпункта 5) пункта 2 статьи 38 настоящег
пункта 4 статьи 193,193,z193,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z193"">пункта 4 статьи 193</a>","2) части второй пункта 4 статьи 193 настоящего Кодекса, которая вводится в действие с 1 мар"
подпункта 2) пункта 2 статьи 290,290,z290,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z290"">подпункта 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z290"">пункта 2</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z290"">статьи 290</a>","3) заголовка статьи 211 оглавления, статьи 211, подпункта 2) пункта 2 статьи 290 настоящего"
статьи 211,211,z211,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z211"">статьи 211</a>","3) заголовка статьи 211 оглавления, статьи 211, подпункта 2) пункта 2 статьи 290 настоящего"
статьи 211,211,z211,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z211"">статьи 211</a>","3) заголовка статьи 211 оглавления, статьи 211, подпункта 2) пункта 2 статьи 290 настоящего"
подпункта 4) пункта 2 статьи 82,82,z82,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z82"">подпункта 4)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z82"">пункта 2</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z82"">статьи 82</a>","4) подпункта 19) пункта 2 статьи 3, статьи 22, пункта 2 статьи 58, статьи 62, абзаца пятого"
пункта 2 статьи 80,80,z80,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z80"">пункта 2 статьи 80</a>","4) подпункта 19) пункта 2 статьи 3, статьи 22, пункта 2 статьи 58, статьи 62, абзаца пятого"
статьи 62,62,z62h,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z62h"">статьи 62</a>","4) подпункта 19) пункта 2 статьи 3, статьи 22, пункта 2 статьи 58, статьи 62, абзаца пятого"
пункта 2 статьи 58,58,z58,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z58"">пункта 2 статьи 58</a>","4) подпункта 19) пункта 2 статьи 3, статьи 22, пункта 2 статьи 58, статьи 62, абзаца пятого"
статьи 22,22,z22h,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z22h"">статьи 22</a>","4) подпункта 19) пункта 2 статьи 3, статьи 22, пункта 2 статьи 58, статьи 62, абзаца пятого"
подпункта 19) пункта 2 статьи 3,3,z3,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3_2_19"">подпункта 19)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3"">пункта 2</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3"">статьи 3</a>","4) подпункта 19) пункта 2 статьи 3, статьи 22, пункта 2 статьи 58, статьи 62, абзаца пятого"
статьи 66,66,z66,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z66"">статьи 66</a>","5) положений части третьей пункта 1 статьи 65, статьи 66 настоящего Кодекса в части эксперт"
пункта 1 статьи 65,65,z65,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z65"">пункта 1 статьи 65</a>","5) положений части третьей пункта 1 статьи 65, статьи 66 настоящего Кодекса в части эксперт"
пункта 111) статьи 138,138,z138,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z138"">пункта 111) статьи 138</a>","6) подпункта 111) статьи 138 настоящего Кодекса, который вводится в действие после введения"
подпункт 6) пункта 1 статьи 292,292,z292,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z292"">подпункт 6)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z292"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z292"">статьи 292</a>","2. Установить, что заголовки статей 173 и 197 оглавления, подпункты 9), 13) и 14) статьи 88"
