original,article,anchor,link,context
пункта 2 настоящей статьи,119_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1513"">пункта 2</a> настоящей статьи",3. Оператор объекта вправе подать в уполномоченный орган в области охраны окружающей среды
пункта 1 статьи 118,118,z1499,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1499"">пункта 1 статьи 118</a>","пункта 1 статьи 118 настоящего Кодекса, но не более чем на один год."
пункта 7 настоящей статьи,119_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1526"">пункта 7</a> настоящей статьи","1) в случае незавершения ключевого мероприятия в пределах срока продления, предусмотренного"
пункта 2 настоящей статьи,119_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1513"">пункта 2</a> настоящей статьи","3) в случае, предусмотренном подпунктом 4) части первой пункта 2 настоящей статьи, – при не"
подпунктами 2) и 3) настоящего пункта,119_8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1533"">подпунктами 2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1534"">3)</a> настоящего пункта",4) в случае недостижения технологического норматива или показателя поэтапного снижения нега
частью второй,119_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1513"">частью второй</a>",Получение уполномоченным органом в области охраны окружающей среды письменного сообщения оп
статьи 418,418,z4475,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4475"">статьи 418</a>",статьи 418 настоящего Кодекса.
статьи 110,110,z1336,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1336"">статьи 110</a>","статьи 110 настоящего Кодекса, по объектам, используемым в деятельности, на которую распространяетс"
статьи 418,418,z4475,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4475"">статьи 418</a>",статьи 418 настоящего Кодекса.
статьи 120,120,z1540,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1540"">статьи 120</a>",статьи 120 настоящего Кодекса.
пункта 3 настоящей статьи,123_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1576"">пункта 3</a> настоящей статьи","4. В случае неустранения замечаний в сроки, определенные частью второй пункта 3 настоящей с"
пункта 3 настоящей статьи,123_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1576"">пункта 3</a> настоящей статьи","В случае устранения замечаний в сроки, определенные частью второй пункта 3 настоящей статьи"
пункте 1 настоящей статьи,131_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1646"">пункте 1</a> настоящей статьи","настоящего Кодекса, признается также экологическим ущербом в случаях, когда указанные в пункте 1 на"
части первой,133_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1656"">части первой</a>",Существенность указанного в части первой настоящего пункта воздействия оценивается с учетом
пункте 5 настоящей статьи,133_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1665"">пункте 5</a> настоящей статьи",3) естественное состояние обычных видов животных и растений в пределах природного ареала яв
частью первой,136_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1676"">частью первой</a>","Привлечение к административной или уголовной ответственности лица, причинившего экологическ"
статьи 137,137,z1690,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1690"">статьи 137</a>",статьи 137 настоящего Кодекса.
пункта 1 настоящей статьи,136_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1676"">пункта 1</a> настоящей статьи","3. Для привлечения физического или юридического лица к ответственности, установленной часть"
подпункте 1) настоящего пункта,136_3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1680"">подпункте 1)</a> настоящего пункта",2) возможность установления причинно-следственной связи между экологическим ущербом и дейст
пунктах 5 и 7 настоящей статьи,136_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1684"">пунктах 5</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1687"">7</a> настоящей статьи","8. В случае, если лица, указанные в пунктах 5 и 7 настоящей статьи, не могут быть выявлены"
"пунктах 5, 7 и 8 настоящей статьи",136_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1684"">пунктах 5</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1687"">7</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1688"">8</a> настоящей статьи","9. В случае невозможности выявления или отсутствия лиц, указанных в пунктах 5, 7 и 8 настоя"
подпункте 1) настоящего пункта,137_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1696"">подпункте 1)</a> настоящего пункта","2) в течение двух рабочих дней после установления лица, указанного в подпункте 1) настоящег"
пунктами 5 и 6 настоящей статьи,138_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1706"">пунктами 5</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1707"">6</a> настоящей статьи",3. Под замещением компонента природной среды в настоящей статье понимаются дополнительные у
статьи 137,137,z1690,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1690"">статьи 137</a>","статьи 137 настоящего Кодекса вправе взыскать с лица, причинившего такой экологический ущерб, все р"
части первой,138_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1702"">части первой</a>","В дополнение к расходам на ремедиацию, указанным в части первой настоящего пункта, лицо, пр"
пункта 2 статьи 137,137,z1690,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1690"">пункта 2 статьи 137</a>","пункта 2 статьи 137 настоящего Кодекса, определяет необходимые меры по устранению такого ущерба и п"
части первой,143_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1733"">части первой</a>",Для проведения работ по выявлению и оценке объектов исторического загрязнения государственн
пункте 3 настоящей статьи,143_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1735"">пункте 3</a> настоящей статьи",5. Учет объектов исторического загрязнения осуществляется посредством их включения в госуда
пунктом 4 настоящей статьи,143_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1737"">пунктом 4</a> настоящей статьи",Государственный реестр объектов исторического загрязнения является электронным банком данны
части первой,144_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1758"">части первой</a>","Для проведения работ по ликвидации исторического загрязнения государственные органы, указан"
пунктом 4 настоящей статьи,147_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1777"">пунктом 4</a> настоящей статьи",6. Финансовое обеспечение предоставляется в одном из нескольких видов финансового обеспечен
пункта 6 настоящей статьи,147_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1783"">пункта 6</a> настоящей статьи",7. При условии соблюдения требований пункта 6 настоящей статьи оператор объекта I категории
статьи 350,350,z3692,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3692"">статьи 350</a>",статьи 350 настоящего Кодекса.
пунктом 11 настоящей статьи,147_p11,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1796"">пунктом 11</a> настоящей статьи","12. Запрещается эксплуатация объектов I категории без финансового обеспечения, предоставляе"
статьи 147,147,z1772,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1772"">статьи 147</a>","статьи 147 настоящего Кодекса, в срок, установленный законами Республики Казахстан."
части второй,148_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1806"">части второй</a>",Уполномоченный орган в области охраны окружающей среды не позднее трех рабочих дней со дня
пункта 2 настоящей статьи,148_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1806"">пункта 2</a> настоящей статьи",2) гарант не соответствует требованиям пункта 2 настоящей статьи;
статьи 147,147,z1772,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1772"">статьи 147</a>","статьи 147 настоящего Кодекса, в срок, установленный законами Республики Казахстан, получить удовле"
статьи 147,147,z1772,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1772"">статьи 147</a>","статьи 147 настоящего Кодекса, в срок, установленный законами Республики Казахстан, обратить взыска"
пунктами 5 и 6 настоящей статьи,150_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1837"">пунктами 5</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1838"">6</a> настоящей статьи","7. При несоблюдении условий, установленных пунктами 5 и 6 настоящей статьи, уполномоченный"
пункте 1 настоящей статьи,151_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1854"">пункте 1</a> настоящей статьи","Договор страхования, указанный в пункте 1 настоящей статьи, заключается в соответствии с ти"
пункта 6 статьи 166,166,z2014,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2014"">пункта 6 статьи 166</a>",пункта 6 статьи 166 настоящего Кодекса;
пункта 1 настоящей статьи,161_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1971"">пункта 1</a> настоящей статьи","2. Организация видов специального мониторинга, указанных в подпунктах 1) и 4) пункта 1 наст"
статьи 186,186,z2227,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2227"">статьи 186</a>",статьи 186 настоящего Кодекса.
пункте 1 настоящей статьи,177_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2140"">пункте 1</a> настоящей статьи","2. Должностные лица, указанные в пункте 1 настоящей статьи, назначаются уполномоченным орга"
пункте 1 настоящей статьи,177_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2140"">пункте 1</a> настоящей статьи",Порядок отнесения категорий государственных служащих подразделений государственного экологи
пунктами 2 и 3 настоящей статьи,181_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2177"">пунктами 2</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2183"">3</a> настоящей статьи","4. Информация, размещаемая на интернет-ресурсах в соответствии с пунктами 2 и 3 настоящей с"
статьи 186,186,z2227,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2227"">статьи 186</a>",статьи 186 настоящего Кодекса;
пункте 2 настоящей статьи,190_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2266"">пункте 2</a> настоящей статьи","4. В целях формирования перечня, указанного в пункте 3 настоящей статьи, некоммерческие орг"
пункте 3 настоящей статьи,190_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2267"">пункте 3</a> настоящей статьи","4. В целях формирования перечня, указанного в пункте 3 настоящей статьи, некоммерческие орг"
пункте 2 настоящей статьи,190_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2266"">пункте 2</a> настоящей статьи",Уполномоченный орган в области охраны окружающей среды в течение пяти рабочих дней в случае
подпункте 1) настоящего пункта,202_3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2396"">подпункте 1)</a> настоящего пункта","3) базового антропогенного фона атмосферного воздуха, под которым понимаются массовые конце"
пункте 3 настоящей статьи,202_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2395"">пункте 3</a> настоящей статьи","4. Общая нагрузка на атмосферный воздух определяется с учетом географических, климатических"
части первой,210_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2500"">части первой</a>","Требование части первой настоящего пункта не распространяется на стационарные источники, ча"
части первой,216_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2567"">части первой</a>","Очистка сточных вод в случаях, указанных в части первой настоящего пункта, осуществляется в"
части второй,216_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2568"">части второй</a>","Сброс иных загрязняющих веществ, не указанных в части второй настоящего пункта, при закачке"
частью второй,216_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2568"">частью второй</a>","Запрещается закачка в подземные горизонты сточных вод, не очищенных по нефтепродуктам, взве"
"пунктов 3, 4 и 5 настоящей статьи",236_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2730"">пунктов 3</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2731"">4</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2732"">5</a> настоящей статьи","6. Положения пунктов 3, 4 и 5 настоящей статьи не применяются в отношении земель зоны ядерн"
пункте 4 настоящей статьи,248_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2852"">пункте 4</a> настоящей статьи","5. Включение в список пестицидов, указанный в пункте 4 настоящей статьи, допускается после"
пункте 5 настоящей статьи,257_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2909"">пункте 5</a> настоящей статьи",6. Указанные в пункте 5 настоящей статьи мероприятия осуществляются по разрешению уполномоч
пункте 1 настоящей статьи,261_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2936"">пункте 1</a> настоящей статьи","3. Контроль за состоянием, охраной, защитой, воспроизводством и использованием древесной и"
пункте 1 настоящей статьи,263_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2944"">пункте 1</a> настоящей статьи","3. Охрана, защита и использование защитных насаждений, указанных в пункте 1 настоящей стать"
пункте 1 настоящей статьи,264_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2948"">пункте 1</a> настоящей статьи","4. Охрана, защита и воспроизводство лесов, лесоразведение на территориях, указанных в пункт"
пункте 2 настоящей статьи,266_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2974"">пункте 2</a> настоящей статьи",3. Указанные в пункте 2 настоящей статьи объекты растительного и животного мира могут быть
пункте 2 настоящей статьи,266_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2974"">пункте 2</a> настоящей статьи",4. Воспроизводство и использование указанных в пункте 2 настоящей статьи объектов раститель
части первой,267_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2979"">части первой</a>","Порядок, условия доступа и использования коллекций, указанных в части первой настоящего пун"
подпункте 1) настоящего пункта,269_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2989"">подпункте 1)</a> настоящего пункта","2) в период, указанный в подпункте 1) настоящего пункта, процесс добычи нефти должен быть п"
подпункте 1) настоящего пункта,269_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2989"">подпункте 1)</a> настоящего пункта","3) в целях сохранения птиц в местах гнездования (в тростниковых зарослях, на песчаных прибр"
подпункте 1) настоящего пункта,269_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2989"">подпункте 1)</a> настоящего пункта","4) проведение работ в сроки, отличные от указанных в подпункте 1) настоящего пункта, в пред"
пунктом 3 статьи 223,223,z2627,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2627"">пунктом 3 статьи 223</a>",Ширина водоохранной зоны по берегу Каспийского моря принимается равной двум тысячам метров
пунктом 3 настоящей статьи,281_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3108"">пунктом 3</a> настоящей статьи","7) иные вещества, определенные уполномоченным органом в области охраны окружающей среды в с"
части первой,283_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3116"">части первой</a>",Указанная в части первой настоящего пункта цель является определяемым на национальном уровн
пункте 2 настоящей статьи,289_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3160"">пункте 2</a> настоящей статьи",1. Под углеродным квотированием понимаются установление государством на период углеродного
статьи 290,290,z3173,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3173"">статьи 290</a>",статьи 290 настоящего Кодекса и зачисленный на соответствующий счет оператора квотируемой установки
статьи 295,295,z3225,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3225"">статьи 295</a>",статьи 295 настоящего Кодекса.
части первой,290_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3174"">части первой</a>","Установка, указанная в части первой настоящего пункта, подлежит углеродному квотированию с"
пункта 5 настоящей статьи,290_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3179"">пункта 5</a> настоящей статьи","10. Углеродные единицы, включенные в категорию резерва, указанную в соответствии с подпункт"
частью первой,293_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3208"">частью первой</a>",В случае незаполнения электронной формы плана мониторинга в установленный частью первой нас
части первой,295_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3226"">части первой</a>",В случае обращения за дополнительной углеродной квотой в период последнего года действия На
"пунктов 1, 2 и 3 настоящей статьи",295_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3226"">пунктов 1</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3228"">2</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3230"">3</a> настоящей статьи",6. В случаях представления неполного пакета документов и (или) их несоответствия требования
пунктом 2 настоящей статьи,296_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3249"">пунктом 2</a> настоящей статьи",3. Оператор системы торговли углеродными единицами в течение пяти рабочих дней после получе
пунктом 1 настоящей статьи,297_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3252"">пунктом 1</a> настоящей статьи",2. Оператор системы торговли углеродными единицами в течение пяти рабочих дней после получе
пункта 1 настоящей статьи,298_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3255"">пункта 1</a> настоящей статьи","2. Физическое или юридическое лицо, осуществляющее деятельность или виды деятельности, указ"
части первой,309_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3335"">части первой</a>","Правила выдачи разрешений на осуществление деятельности, указанной в части первой настоящег"
пункте 2 настоящей статьи,313_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3384"">пункте 2</a> настоящей статьи","3) межотраслевого подхода местных исполнительных органов к адаптации к изменению климата, о"
пункте 1 настоящей статьи,314_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3391"">пункте 1</a> настоящей статьи","статьи 313 настоящего Кодекса, уполномоченные центральные исполнительные органы и местные исполните"
статьи 313,313,z3382,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3382"">статьи 313</a>","статьи 313 настоящего Кодекса, уполномоченные центральные исполнительные органы и местные исполните"
пункте 1 настоящей статьи,314_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3391"">пункте 1</a> настоящей статьи","4. Требования по осуществлению стадий, указанных в пункте 1 настоящей статьи, реализуются в"
статьи 313,313,z3382,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3382"">статьи 313</a>",статьи 313 настоящего Кодекса.
"подпунктами 1), 2), 4) и 5) настоящего пункта",319_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3435"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3436"">2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3438"">4)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3439"">5)</a> настоящего пункта","6) вспомогательные операции, выполняемые в процессе осуществления операций, предусмотренных"
пункте 2 настоящей статьи,320_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3447"">пункте 2</a> настоящей статьи",1. Под накоплением отходов понимается временное складирование отходов в специально установл
пункте 2 настоящей статьи,320_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3447"">пункте 2</a> настоящей статьи","4. Запрещается накопление отходов с превышением сроков, указанных в пункте 2 настоящей стат"
пунктом 4 настоящей статьи,323_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3477"">пунктом 4</a> настоящей статьи","3. Под переработкой отходов понимаются механические, физические, химические и (или) биологи"
части первой,329_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3509"">части первой</a>","При осуществлении операций, предусмотренных подпунктами 2) – 5) части первой настоящего пун"
части первой,329_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3509"">части первой</a>",Под повторным использованием в подпункте 1) части первой настоящего пункта понимается любая
пунктом 2 настоящей статьи,329_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3516"">пунктом 2</a> настоящей статьи","3. При невозможности осуществления мер, предусмотренных пунктом 2 настоящей статьи, отходы"
статьи 339,339,z3581,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3581"">статьи 339</a>","статьи 339 настоящего Кодекса во владение лица, осуществляющего операции по восстановлению или удал"
статьи 386,386,z4136,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4136"">статьи 386</a>","статьи 386 настоящего Кодекса, или ввоз таких товаров на территорию Республики Казахстан, несут рас"
пунктом 1 настоящей статьи,333_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3531"">пунктом 1</a> настоящей статьи","2. Виды отходов утрачивают статус отходов в соответствии с пунктом 1 настоящей статьи, вклю"
пункте 1 настоящей статьи,333_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3531"">пункте 1</a> настоящей статьи","3. Критерии, упомянутые в пункте 1 настоящей статьи, разрабатываются и утверждаются уполном"
пунктом 1 настоящей статьи,336_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3549"">пунктом 1</a> настоящей статьи","2. В лицензии для целей осуществления видов деятельности, предусмотренных пунктом 1 настоящ"
пункта 1 настоящей статьи,336_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3549"">пункта 1</a> настоящей статьи",4. Требование пункта 1 настоящей статьи не распространяется на субъектов предпринимательств
пункте 1 настоящей статьи,337_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3559"">пункте 1</a> настоящей статьи",2. Уполномоченный орган в области охраны окружающей среды осуществляет прием уведомлений от
пунктом 1 настоящей статьи,337_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3559"">пунктом 1</a> настоящей статьи","3. Осуществление предпринимательской деятельности по сбору, сортировке и (или) транспортиро"
пункте 1 настоящей статьи,337_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3559"">пункте 1</a> настоящей статьи","4. Субъекты в сфере управления отходами, указанные в пункте 1 настоящей статьи, исключаются"
пункте 1 настоящей статьи,337_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3559"">пункте 1</a> настоящей статьи","5. Субъекты в сфере управления отходами, указанные в пункте 1 настоящей статьи, исключаются"
пункта 1 настоящей статьи,337_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3559"">пункта 1</a> настоящей статьи",6. Требование пункта 1 настоящей статьи не распространяется на субъектов предпринимательств
части первой,342_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3605"">части первой</a>","Отходы, не обладающие ни одним из перечисленных в части первой настоящего пункта свойств и"
пунктом 3 настоящей статьи,347_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3679"">пунктом 3</a> настоящей статьи","1. Лица, осуществляющие операции по восстановлению или удалению опасных отходов, образовате"
пункте 1 настоящей статьи,347_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3677"">пункте 1</a> настоящей статьи","3. Лица, указанные в пункте 1 настоящей статьи, обязаны представлять отчет по инвентаризаци"
пункте 1 настоящей статьи,347_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3677"">пункте 1</a> настоящей статьи",4. Документальное подтверждение завершения операции по управлению опасными отходами должно
статьей 384,384,z4120,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4120"">статьей 384</a>",5. Первичные статистические данные в сфере управления отходами формируются подведомственной
пункта 1 настоящей статьи,351_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3721"">пункта 1</a> настоящей статьи",3. На полигонах твердых бытовых отходов должна быть предусмотрена обязательная сортировка о
частью первой,351_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3721"">частью первой</a>","Эксплуатация полигона твердых бытовых отходов, на котором не обеспечивается выполнение треб"
подпункте 6) настоящего пункта,359_2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3865"">подпункте 6)</a> настоящего пункта","Сведения и документы в отношении мониторинга, указанного в подпункте 6) настоящего пункта,"
статьи 335,335,z3543,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3543"">статьи 335</a>",статьи 335 настоящего Кодекса.
пункта 3 настоящей статьи,366_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3947"">пункта 3</a> настоящей статьи","4. Местные исполнительные органы областей, городов республиканского значения и столицы в со"
пункта 3 настоящей статьи,366_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3947"">пункта 3</a> настоящей статьи",6. Оператор расширенных обязательств производителей (импортеров) в соответствии с подпункто
статье 351,351,z3720,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3720"">статье 351</a>",8. Вывоз отходов непосредственно на полигон захоронения твердых бытовых отходов производитс
подпункте 1) настоящего пункта,368_4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3972"">подпункте 1)</a> настоящего пункта","2) оборудовать транспортные средства, указанные в подпункте 1) настоящего пункта, спутников"
пункте 8 настоящей статьи,373_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4048"">пункте 8</a> настоящей статьи","9. При несоблюдении одного из условий, указанных в пункте 8 настоящей статьи, должны разраб"
пункте 1 настоящей статьи,384_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4121"">пункте 1</a> настоящей статьи","2. Формы документов, указанных в пункте 1 настоящей статьи, инструкции по их заполнению утв"
пункта 1 настоящей статьи,384_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4121"">пункта 1</a> настоящей статьи","3. Документация, указанная в подпункте 2) пункта 1 настоящей статьи, представляется ежегодн"
пункта 1 настоящей статьи,384_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4121"">пункта 1</a> настоящей статьи","4. Документация, указанная в подпунктах 1) и 3) пункта 1 настоящей статьи, представляется н"
пункте 1 настоящей статьи,386_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4137"">пункте 1</a> настоящей статьи","2. Производители и импортеры, указанные в пункте 1 настоящей статьи, исполняют расширенные"
пункта 2 настоящей статьи,386_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4138"">пункта 2</a> настоящей статьи",3. Предусмотренный подпунктом 1) пункта 2 настоящей статьи способ не распространяется на пр
пункта 2 настоящей статьи,386_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4138"">пункта 2</a> настоящей статьи","5. В случае использования способа, предусмотренного подпунктом 2) пункта 2 настоящей статьи"
статьей 366,366,z3943,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3943"">статьей 366</a>","1) возмещение в соответствии со статьей 366 настоящего Кодекса затрат субъектов, осуществля"
пунктом 9) настоящей части,388_1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4172"">пунктом 9)</a> настоящей части",Размеры выплат субъектам предпринимательства в сфере управления отходов в рамках заключенно
пунктом 9) настоящей части,388_1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4172"">пунктом 9)</a> настоящей части","Размеры выплат субъектам предпринимательства в сфере управления отходов, для которых на тер"
