original,article,anchor,link,context
частью первой,106_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2578"">частью первой</a>","Открытие государственными учреждениями счетов в банках второго уровня, не предусмотренных ч"
статьи 112,112,z2717,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2717"">статьи 112</a>",статьи 112 настоящего Кодекса;
пунктом 2 статьи 112,112,z2717,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2717"">пунктом 2 статьи 112</a>","7) наложения ареста уполномоченных органов и (или) выставления акта судебного органа, за ис"
пунктом 2 статьи 112,112,z2717,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2717"">пунктом 2 статьи 112</a>","8) выставления распоряжения налогового органа и органа внутреннего государственного аудита,"
пунктом 2 настоящей статьи,115_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2768"">пунктом 2</a> настоящей статьи",3. В случае повторного недоиспользования разрешенные к доиспользованию в соответствии с пун
статьи 113,113,z2728,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2728"">статьи 113</a>",статьи 113 настоящего Кодекса.
подпункта 4) настоящего пункта,116_5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2795"">подпункта 4)</a> настоящего пункта",В рамках подпункта 4) настоящего пункта разрешается финансирование неоплаченной части зарег
пунктом 5 настоящей статьи,116_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2791"">пунктом 5</a> настоящей статьи","6. Остатки бюджетных средств на начало года, оставшиеся после распределения на цели, предус"
пунктами 5 и 6 настоящей статьи,116_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2791"">пунктами 5</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2797"">6</a> настоящей статьи","7. Остатки бюджетных средств на начало года, оставшиеся после распределения на цели, предус"
статьи 116,116,z2779,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2779"">статьи 116</a>",статьи 116 настоящего Кодекса.
статьи 118,118,z2810,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2810"">статьи 118</a>","статьи 118 настоящего Кодекса, и следующие виды отчетов, составляемые:"
статьей 21,21,z381,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z381"">статьей 21</a>",Отчет об использовании резерва (по видам резерва) формируется в соответствии со статьей 21
пункте 2 настоящей статьи,121_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2851"">пункте 2</a> настоящей статьи","настоящего Кодекса, и отчетности, указанной в пункте 2 настоящей статьи."
статьи 55,55,z1562,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1562"">статьи 55</a>","статьи 55 настоящего Кодекса, и принятых решениях и мерах;"
пункте 2 настоящей статьи,121_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2851"">пункте 2</a> настоящей статьи","настоящего Кодекса и отчетности, указанной в пункте 2 настоящей статьи."
статьи 52,52,z1519,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1519"">статьи 52</a>","статьи 52 настоящего Кодекса, и содержит:"
подпункта 3) пункта 5 статьи 121,121,z2849,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2915"">подпункта 3)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2849"">пункта 5</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2849"">статьи 121</a>",Абзац 8 части третьей подпункта 3) пункта 5 статьи 121 вводится в действие с 01.01.2028 в соот
пункта 1 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 1 статьи 172</a>",пункта 1 статьи 172 настоящего Кодекса.
статьи 55,55,z1562,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1562"">статьи 55</a>","статьи 55 настоящего Кодекса, и принятых решениях и мерах;"
пунктом 2 статьи 55,55,z1562,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1562"">пунктом 2 статьи 55</a>",При обсуждении годового отчета об исполнении республиканского бюджета Парламентом Республик
статье 44,44,z1397,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1397"">статье 44</a>","доклад акима либо лица, его замещающего, об исполнении областного бюджета, бюджета города р"
статьи 55,55,z1562,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1562"">статьи 55</a>","статьи 55 настоящего Кодекса, и принятых решениях и мерах."
статьи 55,55,z1562,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1562"">статьи 55</a>","статьи 55 настоящего Кодекса, и принятых решениях и мерах."
Подпункт 2) пункта 6 статьи 130,130,z3007,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z130_6_2"">Подпункт 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3007"">пункта 6</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3007"">статьи 130</a>",Подпункт 2) пункта 6 статьи 130 вводится в действие с 01.01.2027 в соответствии
пункта 1 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 1 статьи 172</a>",пункта 1 статьи 172 настоящего Кодекса.
Пункт 2 статьи 133,133,z3044,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3044"">Пункт 2 статьи 133</a>",Пункт 2 статьи 133 вводится в действие с 01.01.2027 в соответствии с
пункта 1 статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">пункта 1 статьи 172</a>",пункта 1 статьи 172 настоящего Кодекса.
статьей 40,40,z1194,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1194"">статьей 40</a>","Отчет по статистике государственных финансов составляется по итогам финансового года, а так"
частью третьей,136_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3073"">частью третьей</a>","Все остальные споры, не предусмотренные частью третьей настоящего пункта, включая споры ино"
пунктом 3) настоящей статьи,137_1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3115"">пунктом 3)</a> настоящей статьи","информацию о соблюдении лимитов, установленных в соответствии с подпунктом 3) настоящей ста"
статьей 40,40,z1194,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1194"">статьей 40</a>",9) ежеквартальное официальное публикование в соответствии со статьей 40 настоящего Кодекса
статьи 90,90,z2250,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2250"">статьи 90</a>","статьи 90 настоящего Кодекса, и их направление в центральный уполномоченный орган по бюджетному пла"
пунктом 9 настоящей статьи,141_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3226"">пунктом 9</a> настоящей статьи","На вновь выданную государственную гарантию не распространяются ограничения, установленные п"
пунктом 15 статьи 154,154,z3464,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3464"">пунктом 15 статьи 154</a>","Средства, выделенные на исполнение обязательств по государственной гарантии, подлежат возвр"
статьи 47,47,z1438,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1438"">статьи 47</a>",статьи 47 настоящего Кодекса.
подпунктом 2) настоящего пункта,146_3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3296"">подпунктом 2)</a> настоящего пункта","Привлечение внешних займов субъектами квазигосударственного сектора, не включенных в перече"
статьей 40,40,z1194,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1194"">статьей 40</a>",7. Государственное казначейство и органы государственного казначейства формируют отчеты о п
статьей 40,40,z1194,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1194"">статьей 40</a>",6. Государственное казначейство и органы государственного казначейства формируют отчеты о п
пунктом 3 статьи 59,59,z1654,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1654"">пунктом 3 статьи 59</a>","4) проекты, реализуемые за счет внебюджетного фонда, Национального фонда Республики Казахст"
частью второй,148_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3325"">частью второй</a>","Классификация местных государственных инвестиционных проектов на областные, городов республ"
статьей 40,40,z1194,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1194"">статьей 40</a>",публикуется в соответствии со статьей 40 настоящего Кодекса.
пунктом 3 настоящей статьи,149_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3407"">пунктом 3</a> настоящей статьи",4. Определение государственных инвестиционных проектов для включения в проект республиканск
статьей 41,41,z1267,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1267"">статьей 41</a>","12. Юридические лица, определенные на осуществление экономической экспертизы государственны"
пунктами 2 – 5 настоящей статьи,152_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3448"">пунктами 2</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3451"">5</a> настоящей статьи",7. Центральный уполномоченный орган по бюджетной политике и местные уполномоченные органы п
пункта 13 настоящей статьи,154_p13,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3529"">пункта 13</a> настоящей статьи",Бюджетная кредитная линия предоставляется исключительно финансовым агентствам в соответстви
пункте 2 настоящей статьи,160_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3575"">пункте 2</a> настоящей статьи","3. Задолженность ликвидированных заемщиков, указанных в пункте 2 настоящей статьи, задолжен"
статьей 40,40,z1194,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1194"">статьей 40</a>",5. Сводный отчет об использовании связанных грантов и результаты оценки использования связа
части первой,168_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3628"">части первой</a>","21) авансовые платежи, вносимые в соответствии с таможенным законодательством Евразийского"
пункта 2 статьи 58,58,z1624,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1624"">пункта 2 статьи 58</a>","пункта 2 статьи 58 настоящего Кодекса, по результатам налоговых проверок."
пункта 1 статьи 30,30,z634,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z634"">пункта 1 статьи 30</a>",пункта 1 статьи 30 настоящего Кодекса действует в следующей редакции:
пункта 1 статьи 31,31,z744,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z744"">пункта 1 статьи 31</a>",пункта 1 статьи 31 настоящего Кодекса действует в следующей редакции:
пункта 1 статьи 32,32,z881,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z881"">пункта 1 статьи 32</a>",пункта 1 статьи 32 настоящего Кодекса действует в следующей редакции:
статьи 36,36,z1110,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1110"">статьи 36</a>","статьи 36,"
статьи 37,37,z1139,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1139"">статьи 37</a>","статьи 37,"
статьи 48,48,z1463,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1463"">статьи 48</a>","статьи 48, части тринадцатой"
статьи 70,70,z1770,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1770"">статьи 70</a>","статьи 70, части четвертой"
статьи 79,79,z2042,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2042"">статьи 79</a>","статьи 79, части третьей"
статьи 83,83,z2115,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2115"">статьи 83</a>","статьи 83, частей первой, второй, третьей, четвертой, пятой, шестой, десятой, одиннадцатой, двенадц"
статьи 148,148,z3322,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3322"">статьи 148</a>","статьи 148, абзаца второго"
статьи 149,149,z3394,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3394"">статьи 149</a>",статьи 149 настоящего Кодекса.
пунктами 2 и 3 настоящей статьи,169_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3950"">пунктами 2</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3957"">3</a> настоящей статьи",4. Годовой отчет об исполнении республиканского и местных бюджетов за 2024 и 2025 финансовы
Статья 170,170,z170h,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z170h"">Статья 170</a>",Статья 170 действует до 31.12.2027 в соответствии с
статьи 172,172,z3974,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3974"">статьи 172</a>",статьи 172 настоящего Кодекса.
статьи 40,40,z1194,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1194"">статьи 40</a>","статьи 40,"
пункта 2 статьи 47,47,z1438,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1438"">пункта 2 статьи 47</a>","пункта 2 статьи 47,"
статьи 73,73,z1859,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1859"">статьи 73</a>","статьи 73,"
пункта 2 статьи 90,90,z2250,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2250"">пункта 2 статьи 90</a>","пункта 2 статьи 90,"
пункта 6 статьи 130,130,z3007,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3007"">пункта 6 статьи 130</a>","пункта 6 статьи 130,"
статьи 133,133,z3044,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3044"">статьи 133</a>","статьи 133, которые вводятся в действие с 1 января 2027 года;"
пункта 1 статьи 71,71,z1800,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1800"">пункта 1 статьи 71</a>","пункта 1 статьи 71,"
статьи 87,87,z2181,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2181"">статьи 87</a>","статьи 87, абзаца восьмого части третьей"
пункта 5 статьи 121,121,z2849,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2849"">пункта 5 статьи 121</a>","пункта 5 статьи 121, которые вводятся в действие с 1 января 2028 года."
статьи 102,102,z2527,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2527"">статьи 102</a>","статьи 102 настоящего Кодекса, установив, что:"
статьи 83,83,z2115,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2115"">статьи 83</a>",статьи 83 настоящего Кодекса действуют до 31 декабря 2025 года.
подпунктом 16),90,z2269," настоящего Кодекса, согласовываются с государственным органом – администратором республиканской бюджетной программы и вносятся в центральный уполномоченный орган по бюджетному планированию в составе документов, определенных <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2269"">подпунктом 16)</a> ",
подпунктом 10),91,z2307,"
      3. Проекты планов мероприятий или планов развития субъектов квазигосударственного сектора, которым планируются расходы из местного бюджета, согласовываются с государственным органом – администратором местной бюджетной программы и вносятся в местный уполномоченный орган по государственному планированию в составе документов, определенных <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2307"">подпунктом 10)</a> ",
подпунктом 3),137,z3115,"
      Методологическое обеспечение расчетов прогнозных сведений о состоянии государственных финансов, определения лимитов, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z3115"">подпунктом 3)</a> ",
подпунктом 2),59,z1657,"
      случае, предусмотренном <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1657"">подпунктом 2)</a> ",
подпункту 1),74,z1882,"
      6. Лимиты расходов администраторов республиканских бюджетных программ, отнесенных к <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1882"">подпункту 1)</a> ",
подпункту 1),74,z1882,"
      Лимиты расходов, отнесенных к <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1882"">подпункту 1)</a> ",
подпункту 1),74,z1882,"
      Лимит расходов администратора республиканских бюджетных программ, отнесенных к <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1882"">подпункту 1)</a> ",
подпункту 4),74,z1885,"
      8. Лимиты расходов администраторов республиканских бюджетных программ по расходам, отнесенным к <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1885"">подпункту 4)</a> ",
подпункту 1),74,z1896,"
      10. Лимиты расходов администраторов местных бюджетных программ по расходам, отнесенным к <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1896"">подпункту 1)</a> ",
подпункту 1),74,z1896,"
      Лимиты по расходам, отнесенным к <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1896"">подпункту 1)</a> ",
подпункту 1),74,z1896,"
      Лимит расходов администратора местных бюджетных программ, отнесенных к <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1896"">подпункту 1)</a> ",
подпункту 4),74,z1899,"
      12. Лимиты расходов администраторов местных бюджетных программ по расходам, отнесенным к <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1899"">подпункту 4)</a> ",
подпунктом 1),83,z2118,"
      6. Целевые трансферты используются местными исполнительными органами только в соответствии с их целевым назначением, определенным в соответствующих паспортах бюджетных программ, за исключением целевых текущих трансфертов, передаваемых в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2118"">подпунктом 1)</a> ",
подпунктом 1),83,z2118,"
      Целевые текущие трансферты, передаваемые в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2118"">подпунктом 1)</a> ",
"подпунктами 4), 5), 6) и 7)",90,z2256,"
      10) формирование центральным уполномоченным органом по исполнению бюджета данных и материалов, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2256"">подпунктами 4)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2258"">5)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2259"">6)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z2260"">7)</a> ",
"
      20) налоговые поступления от организаций нефтяного сектора, указанные в подпункте 1) пункта 2 ",58,z1624,"
      20) налоговые поступления от организаций нефтяного сектора, указанные в <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1630"">подпункте 1)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z1624"">пункта 2</a>",
"
      1) если иное не установлено подпунктом 2) пункта 1 ",26,z541,"
      1) если иное не установлено <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z544"">подпунктом 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000171#z541"">пункта 1</a>",
