original,article,anchor,link,context
частью второй,256_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z917"">частью второй</a>","3. Профессиональный участник рынка ценных бумаг, его участники (акционеры) и (или) аффилиро"
статьей 14,14,z41,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z41"">статьей 14</a>","1. Нарушение прав акционеров, предусмотренных статьей 14 Закона Республики Казахстан ""Об ак"
частью третьей,261_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3900"">частью третьей</a>",2. Неоднократное (два и более раза в течение двенадцати последовательных календарных месяце
части шестой,262_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3918"">части шестой</a>",Под информацией о своей деятельности для целей части шестой настоящей статьи понимается инф
частью шестой,262_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3918"">частью шестой</a>","Субъекты рынка ценных бумаг не подлежат привлечению к административной ответственности, пре"
частью первой,267_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z941"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью седьмой,268_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3289"">частью седьмой</a>","8. Деяния, предусмотренные частью седьмой настоящей статьи, совершенные повторно в течение"
частью девятой,268_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3291"">частью девятой</a>","10. Деяние, предусмотренное частью девятой настоящей статьи, совершенное повторно в течение"
частью одиннадцатой,268_p11,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3292"">частью одиннадцатой</a>","12. Деяния, предусмотренные частью одиннадцатой настоящей статьи, совершенные повторно в те"
частью первой,269_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z950"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,270_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z954"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью третьей,270_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z956"">частью третьей</a>","4. Деяние, предусмотренное частью третьей настоящей статьи, совершенное повторно в течение"
частью первой,271_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z959"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
части третьей,272_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z964"">части третьей</a>","2. Деяние, предусмотренное частью первой настоящей статьи, за исключением деяния, указанног"
частью первой,272_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z962"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, за исключением деяния, указанног"
частью 2-1,272_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4627"">частью 2-1</a>","2-2. Деяния, предусмотренные частью 2-1 настоящей статьи, совершенные повторно в течение го"
частью первой,272_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z962"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, выразившееся в непредставлении в"
частью первой,273_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z968"">частью первой</a>","3. Действия (бездействие), предусмотренные частью первой настоящей статьи, совершенные повт"
частью четвертой,273_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4003"">частью четвертой</a>","5. Действия (бездействие), предусмотренные частью четвертой настоящей статьи, совершенные п"
частью первой,275_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z975"">частью первой</a>","2. Действия (бездействие), предусмотренные частью первой настоящей статьи, совершенные повт"
Статью 275,275,z974,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z974"">Статью 275</a>",Статью 275 предусмотрено дополнить частью 3-1 в соответствии с Законом РК от 10.01.2025
частью третьей,275_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1571"">частью третьей</a>","4. Неустранение нарушений, установленных частью третьей настоящей статьи, в течение года по"
части третьей,275_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1571"">части третьей</a>",3. Для целей части третьей настоящей статьи непредставление лицом декларации об активах и о
части пятой,275_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3597"">части пятой</a>",4. Для целей части пятой настоящей статьи под совершением оборота понимается облагаемый обо
частью первой,276_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z978"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью третьей,276_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z980"">частью третьей</a>","4. Действие, предусмотренное частью третьей настоящей статьи, совершенное повторно в течени"
части первой,278_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z983"">части первой</a>",1. Для целей части первой настоящей статьи при определении суммы административного взыскани
части первой,278_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z983"">части первой</a>","2. Для целей части первой настоящей статьи в случае, если лицо подлежит административной от"
части третьей,278_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z985"">части третьей</a>",3. Для целей части третьей настоящей статьи лицо также подлежит административной ответствен
части третьей,278_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z985"">части третьей</a>",4. Для целей части третьей настоящей статьи при определении превышения не учитываются:
частью первой,280-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3371"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью третьей,280-1_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3373"">частью третьей</a>","4. Действие, предусмотренное частью третьей настоящей статьи, совершенное повторно в течени"
частью пятой,280-1_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3601"">частью пятой</a>","6. Действие, предусмотренное частью пятой настоящей статьи, совершенное повторно в течение"
частью первой,281_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z996"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные повторно в течение г"
частью 2-1,281_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3852"">частью 2-1</a>","2-2. Деяния, предусмотренные частью 2-1 настоящей статьи, совершенные повторно в течение го"
частью третьей,281_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z998"">частью третьей</a>","4. Деяния, предусмотренные частью третьей настоящей статьи, совершенные повторно в течение"
частью пятой,281_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1000"">частью пятой</a>","6. Действия, предусмотренные частью пятой настоящей статьи, совершенные повторно в течение"
частью первой,282_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1003"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные повторно в течение г"
частью 2-1,282_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3854"">частью 2-1</a>","2-2. Деяния, предусмотренные частью 2-1 настоящей статьи, совершенные повторно в течение го"
частью третьей,282_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1005"">частью третьей</a>","4. Действия, предусмотренные частью третьей настоящей статьи, совершенные повторно в течени"
частью пятой,282_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1007"">частью пятой</a>","6. Деяние, предусмотренное частью пятой настоящей статьи, совершенное повторно в течение го"
частью десятой,282_p10,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3254"">частью десятой</a>","11. Деяние, предусмотренное частью десятой настоящей статьи, совершенное повторно в течение"
частью двенадцатой,282_p12,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3256"">частью двенадцатой</a>","13. Действия, предусмотренные частью двенадцатой настоящей статьи, совершенные повторно в т"
частью первой,283-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4191"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенные повторно в течение г"
частью третьей,283-1_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4193"">частью третьей</a>","4. Деяния, предусмотренные частью третьей настоящей статьи, совершенные повторно в течение"
частью пятой,283-1_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4195"">частью пятой</a>","6. Действия, предусмотренные частью пятой настоящей статьи, совершенные повторно в течение"
частью первой,284_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1015"">частью первой</a>","2. Действия (бездействие), предусмотренные частью первой настоящей статьи, совершенные повт"
частью третьей,284_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1017"">частью третьей</a>","4. Деяние, предусмотренное частью третьей настоящей статьи, совершенное повторно в течение"
частью пятой,284_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1019"">частью пятой</a>","6. Деяние, предусмотренное частью пятой настоящей статьи, совершенное повторно в течение го"
частью седьмой,284_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1021"">частью седьмой</a>","8. Деяние, предусмотренное частью седьмой настоящей статьи, совершенное повторно в течение"
частью девятой,284_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1023"">частью девятой</a>","10. Деяние, предусмотренное частью девятой настоящей статьи, совершенное повторно в течение"
частью одиннадцатой,284_p11,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1025"">частью одиннадцатой</a>","12. Деяние, предусмотренное частью одиннадцатой настоящей статьи, совершенное повторно в те"
частью тринадцатой,284_p13,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1027"">частью тринадцатой</a>","14. Деяние, предусмотренное частью тринадцатой настоящей статьи, совершенное повторно в теч"
частью пятнадцатой,284_p15,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1029"">частью пятнадцатой</a>","16. Деяние, предусмотренное частью пятнадцатой настоящей статьи, совершенное повторно в теч"
частью семнадцатой,284_p17,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1031"">частью семнадцатой</a>","18. Деяние, предусмотренное частью семнадцатой настоящей статьи, совершенное повторно в теч"
частью девятнадцатой,284_p19,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4167"">частью девятнадцатой</a>","20. Деяние, предусмотренное частью девятнадцатой настоящей статьи, совершенное повторно в т"
части первой,285-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3450"">части первой</a>","2. Непредставление, несвоевременное, недостоверное или неполное представление кастодианами,"
частью первой,288_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1046"">частью первой</a>","2. Действия (бездействие), предусмотренные частью первой настоящей статьи, совершенные повт"
частью третьей,288_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1048"">частью третьей</a>","4. Действия (бездействие), предусмотренные частью третьей настоящей статьи, совершенные пов"
частью первой,289_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1052"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью второй,289_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1053"">частью второй</a>","4. Деяние, предусмотренное частью второй настоящей статьи, совершенное повторно в течение г"
частью первой,292_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1065"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,293_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1068"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,294_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1071"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные повторно в течение г"
частью третьей,294_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1073"">частью третьей</a>","4. Деяния, предусмотренные частью третьей настоящей статьи, совершенные повторно в течение"
частью первой,296_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1079"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,297-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3396"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью третьей,298_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1088"">частью третьей</a>","4. Действие (бездействие), предусмотренное частью третьей настоящей статьи, совершенное пов"
частью первой,299_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1091"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,299_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1091"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,300_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4900"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью третьей,300_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4904"">частью третьей</a>","4. Действия, предусмотренные частью третьей настоящей статьи, совершенные повторно в течени"
частью первой,301_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4913"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью второй,301-3_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4921"">частью второй</a>","3. Действие, предусмотренное частью второй настоящей статьи, совершенное повторно в течение"
частью первой,302_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4925"">частью первой</a>","3. Действие, предусмотренное частью первой настоящей статьи, вызвавшее перерыв в обеспечени"
частью второй,302_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4927"">частью второй</a>","4. Действие, предусмотренное частью второй настоящей статьи, вызвавшее перерыв в обеспечени"
частью первой,306_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1109"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью четвертой,306_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1112"">частью четвертой</a>","5. Действие, предусмотренное частью четвертой настоящей статьи, совершенное повторно в тече"
частью первой,308_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1116"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи, совершенные повторно в течение г"
частью первой,309-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4943"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,309-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4934"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,310_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1121"">частью первой</a>","2. Действие (бездействие), предусмотренное частью первой настоящей статьи, совершенное повт"
частью первой,311_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1124"">частью первой</a>","2. Неустранение нарушений, повлекших привлечение к административной ответственности, предус"
частью первой,311_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1124"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
части первой,313_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1131"">части первой</a>","2. Совершение действий, указанных в части первой настоящей статьи, повлекшее за собой потер"
частью первой,314_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1134"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,316_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1138"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,316_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1138"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
3-1 настоящей статьи,317_3-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3297"">3-1</a> настоящей статьи","4. Действия (бездействие), предусмотренные частями первой, второй, третьей и 3-1 настоящей"
частью первой,317-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3377"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,317-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3394"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
2-1 настоящей статьи,320_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5419"">2-1</a> настоящей статьи","1. Нарушение застройщиком, уполномоченной компанией, инжиниринговой компанией требований за"
частью седьмой,320_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5378"">частью седьмой</a>","9. Действие (бездействие), предусмотренное частью седьмой настоящей статьи, совершенное пов"
частью восьмой,320_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5379"">частью восьмой</a>","10. Действия (бездействие), предусмотренные частью восьмой настоящей статьи, совершенные по"
частью одиннадцатой,320_p11,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5423"">частью одиннадцатой</a>","12. Действие (бездействие), предусмотренное частью одиннадцатой настоящей статьи, совершенн"
частью первой,323-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3299"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,326_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1168"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, в отношении тех же условий эко"
частью первой,326_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1168"">частью первой</a>","3. Действие, предусмотренное частью первой настоящей статьи, сопряженное с нанесением эколо"
частью третьей,326_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z58"">частью третьей</a>","2. В случае, если экологическое разрешение выдано на несколько объектов, действие экологиче"
частью первой,327-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4646"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью третьей,327-1_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4650"">частью третьей</a>","4. Действие, предусмотренное частью третьей настоящей статьи, совершенное повторно в течени"
частью первой,328_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5226"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно на том же"
частью шестой,328_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z93"">частью шестой</a>","7. Действие, предусмотренное частью шестой настоящей статьи, совершенное повторно на том же"
части четвертой,328_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5228"">части четвертой</a>","3. Для целей части четвертой настоящей статьи под вновь введенным в эксплуатацию объектом,"
частью первой,331_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5233"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в отношен"
частью третьей,331_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5234"">частью третьей</a>","4. Действие, предусмотренное частью третьей настоящей статьи, совершенное повторно в отноше"
частью первой,333_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1179"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,334_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1182"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,339_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1193"">частью первой</a>","2. Действие (бездействие), предусмотренное частью первой настоящей статьи, совершенное повт"
частью первой,343_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1199"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,343-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5238"">частью первой</a>","3. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью 2-1,344_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5125"">частью 2-1</a>","4-1. Действие, предусмотренное частью 2-1 настоящей статьи, совершенное повторно в течение"
частью третьей,344_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z159"">частью третьей</a>","5. Действие, предусмотренное частью третьей настоящей статьи, совершенное повторно в течени"
частью первой,344-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z2982"">частью первой</a>","2. Действие (бездействие), предусмотренное частью первой настоящей статьи, совершенное повт"
частью первой,347_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1205"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью второй,353_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z176"">частью второй</a>","3. Неустранение недропользователем нарушения требования, предусмотренного частью второй нас"
частью восьмой,356_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3277"">частью восьмой</a>","13. Деяние, предусмотренное частью восьмой настоящей статьи, совершенное повторно в течение"
частью первой,364_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1232"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью первой,365_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1235"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью первой,368_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1243"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное на особо охраняемых"
статьей 416,416,z1413,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1413"">статьей 416</a>","Нарушение мероприятий охраны растений и животных при размещении, проектировании и строитель"
частью первой,380-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4780"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,382_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1277"">частью первой</a>","2. То же нарушение, предусмотренное частью первой настоящей статьи, совершенное повторно в"
частью первой,382_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1277"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, совершенное на особо охраняемых"
частью первой,383_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1281"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью третьей,383_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1283"">частью третьей</a>","4. Действие, предусмотренное частью третьей настоящей статьи, совершенное повторно в течени"
частью первой,385_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1288"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное три и более раза в"
частью первой,389_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1298"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью первой,392_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1305"">частью первой</a>","3. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью первой,393_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1309"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,394_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1312"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,395_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1315"">частью первой</a>","2. Действия, предусмотренные частью первой настоящей статьи, совершенные повторно в течение"
частью первой,396_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1318"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,398_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1326"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью первой,399_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1329"">частью первой</a>","2. Действие, предусмотренное частью первой настоящей статьи, совершенное повторно в течение"
частью третьей,400_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z3258"">частью третьей</a>","4. Действие (бездействие), предусмотренное частью третьей настоящей статьи, совершенное пов"
частью третьей,402_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1349"">частью третьей</a>","4. Деяния, предусмотренные частью третьей настоящей статьи, совершенные повторно в течение"
частью первой,406_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1370"">частью первой</a>","2. Действие (бездействие), предусмотренное частью первой настоящей статьи, совершенное повт"
частью третьей,406_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1372"">частью третьей</a>","4. Действия (бездействие), предусмотренные частью третьей настоящей статьи, совершенные пов"
частью пятой,406_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1374"">частью пятой</a>","6. Действие (бездействие), предусмотренное частью пятой настоящей статьи, совершенное повто"
частью седьмой,406_p7,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1376"">частью седьмой</a>","8. Действие (бездействие), предусмотренное частью седьмой настоящей статьи, совершенное пов"
частью девятой,406_p9,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z5251"">частью девятой</a>","10. Действие (бездействие), предусмотренное частью девятой настоящей статьи, совершенное по"
частью одиннадцатой,406_p11,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1379"">частью одиннадцатой</a>","12. Действие (бездействие), предусмотренное частью одиннадцатой настоящей статьи, совершенн"
частью первой,407-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4680"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью первой,407-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4685"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное повторно в течение г"
частью 4-1,409_4-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z4720"">частью 4-1</a>","4-2. Действие (бездействие), предусмотренное частью 4-1 настоящей статьи, совершенное повто"
частью четвертой,409_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000235#z1397"">частью четвертой</a>","7-1. Действие, предусмотренное частью четвертой настоящей статьи, совершенное организацией"
