original,article,anchor,link,context
частью первой,346_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1288"">частью первой</a>","4. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности причинени"
частью первой,346_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1288"">частью первой</a>","5. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть че"
частью первой,346_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1288"">частью первой</a>","6. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть дв"
частью первой,348_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1295"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть че"
частью первой,348_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1295"">частью первой</a>","4. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть дв"
частью первой,349_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1300"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть че"
частью первой,349_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1300"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,350_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1305"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть дв"
частью первой,351_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1309"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,352-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3142"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть че"
частью первой,352-1_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3142"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,353_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1315"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть че"
частью первой,353_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1315"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,354_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1320"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть че"
частью первой,354_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1320"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,355_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1325"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи:"
частью первой,358_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1335"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности причинени"
частью первой,358_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1335"">частью первой</a>","4. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть че"
частью первой,358_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1335"">частью первой</a>","5. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть дв"
частью первой,359_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1341"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть че"
частью первой,359_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1341"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,361_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1349"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, совершенное лицом, занимающим ответст"
2-1,361_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2674"">2-1</a>","4. Деяния, предусмотренные частями первой, 2-1 или третьей настоящей статьи:"
частью первой,362_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1354"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, совершенное лицом, занимающим ответст"
частью первой,364_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1360"">частью первой</a>","2-1. Деяние, предусмотренное частью первой настоящей статьи, совершенное сотрудником правоохрани"
частью первой,364_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1360"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, совершенное лицом, занимающим ответст"
частью первой,364_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1360"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, совершенное лицом, занимающим ответст"
1-1 настоящей статьи,366_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2684"">1-1</a> настоящей статьи","2. Деяния, предусмотренные частями первой и 1-1 настоящей статьи, совершенные в значительном раз"
1-1,366_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2684"">1-1</a>","3. Деяния, предусмотренные частями первой, 1-1 или второй настоящей статьи, если они совершены:"
1-1,366_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2684"">1-1</a>","4. Деяния, предусмотренные частями первой, 1-1, второй или третьей настоящей статьи, если они со"
частью первой,369_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1383"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, если оно совершено лицом, занимающим"
частью первой,369_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1383"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, если оно совершено лицом, занимающим"
2-1,370_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2690"">2-1</a>","4. Деяния, предусмотренные частями первой, 2-1 или третьей настоящей статьи:"
частью первой,370-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2740"">частью первой</a>","2. Деяния, предусмотренные частью первой настоящей статьи:"
частью первой,370-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2740"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, совершенные в условиях чрезвычайного"
частью первой,380_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1829"">частью первой</a>","2. Деяние, предусмотренное частью первой настоящей статьи, совершенное:"
части первой,380_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1829"">части первой</a>","3. Применение насилия, не опасного для жизни или здоровья, в отношении лиц и по мотивам, которые"
частью третьей,380_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z52"">частью третьей</a>","4. Деяние, предусмотренное частью третьей настоящей статьи, совершенное:"
части первой,380_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1829"">части первой</a>","5. Применение насилия, опасного для жизни или здоровья, в отношении лиц и по мотивам, которые ук"
частью пятой,380_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z64"">частью пятой</a>","6. Деяние, предусмотренное частью пятой настоящей статьи, совершенное:"
части первой,380-2_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2595"">части первой</a>","2. Применение насилия, опасного для жизни или здоровья, в отношении лиц, указанных в части перво"
частью второй,380-2_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2597"">частью второй</a>","3. Деяние, предусмотренное частью второй настоящей статьи, совершенное:"
частью второй,389_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1445"">частью второй</a>","3. Деяние, предусмотренное частью второй настоящей статьи, совершенное с применением насилия или"
1-1 настоящей статьи,392_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3146"">1-1</a> настоящей статьи","2. Деяния, предусмотренные частями первой или 1-1 настоящей статьи, совершенные преступной групп"
частью четвертой,409_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z91"">частью четвертой</a>","5. Деяние, предусмотренное частью четвертой настоящей статьи, совершенное:"
частью шестой,409_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z103"">частью шестой</a>","7. Деяние, предусмотренное частью шестой настоящей статьи, совершенное:"
частью второй,419_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1537"">частью второй</a>","3. Деяние, предусмотренное частью второй настоящей статьи, соединенное с обвинением лица в совер"
частью второй,422_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1548"">частью второй</a>","3. Деяния, предусмотренные частью второй настоящей статьи, совершенные с применением насилия, не"
частью первой,425_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1557"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, совершенное:"
статьи 428,428,z1563,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1563"">статьи 428</a>",статьи 428 Уголовного кодекса РК признана соответствующей
части первой,429_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1568"">части первой</a>","2. Применение насилия, не опасного для жизни или здоровья, к лицам, указанным в части первой нас"
частью пятой,437_p5,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1594"">частью пятой</a>","6. Деяние, предусмотренное частью пятой настоящей статьи, совершенное в военное время, в боевой"
1-1 настоящей статьи,438_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3150"">1-1</a> настоящей статьи","2. Деяния, предусмотренные частями первой или 1-1 настоящей статьи, совершенные:"
1-1,438_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3150"">1-1</a>","3. Деяния, предусмотренные частями первой, 1-1 или второй настоящей статьи, совершенные преступн"
1-1,438_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3150"">1-1</a>","4. Деяния, предусмотренные частями первой, 1-1, второй или третьей настоящей статьи, совершенные"
1-1 настоящей статьи,439_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3151"">1-1</a> настоящей статьи","2. Деяния, предусмотренные частями первой или 1-1 настоящей статьи, совершенные:"
1-1,439_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3151"">1-1</a>","3. Деяния, предусмотренные частями первой, 1-1 или второй настоящей статьи, совершенные преступн"
1-1,439_1-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3151"">1-1</a>","4. Деяния, предусмотренные частями первой, 1-1, второй или третьей настоящей статьи, совершенные"
2-1 настоящей статьи,440_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3152"">2-1</a> настоящей статьи","3. Деяния, предусмотренные частями первой, второй или 2-1 настоящей статьи, совершенные:"
2-1,440_2-1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z3152"">2-1</a>","4. Деяния, предусмотренные частями первой, второй, 2-1 или третьей настоящей статьи, совершенные"
частью первой,462_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1688"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,463_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1692"">частью первой</a>","3. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть че"
частью первой,463_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1692"">частью первой</a>","4. Деяние, предусмотренное частью первой настоящей статьи, повлекшее по неосторожности смерть дв"
частью первой,464_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2374"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть дв"
частью первой,466_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1699"">частью первой</a>","3. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности причинени"
частью первой,466_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1699"">частью первой</a>","4. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть че"
частью первой,466_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1699"">частью первой</a>","5. Деяния, предусмотренные частью первой настоящей статьи, повлекшие по неосторожности смерть дв"
статьями 108-1 и 109-1,108-1,z2902,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2902"">статьями 108-1</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z2915"">109-1</a>","настоящего Кодекса, установив, что ее положения применяются в отношении лиц, совершивших уголовное"
статьи 41,41,z157,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z157"">статьи 41</a>","части шестой статьи 41,"
статьи 42,42,z162,"<a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z162"">статьи 42</a>",части пятой статьи 42 и пунктом 1) части 2-1
"
 2) женщинам, лицам с инвалидностью первой или второй группы, мужчинам в возрасте шестидесяти трех и свыше лет за неоконченное преступление расчет срока или размера наказания определяется по правилам, предусмотренным частями второй или третьей настоящей статьи, с учетом особенностей части 4-1 ",46,z179,"
 2) женщинам, лицам с инвалидностью первой или второй группы, мужчинам в возрасте шестидесяти трех и свыше лет за неоконченное преступление расчет срока или размера наказания определяется по правилам, предусмотренным частями второй или третьей настоящей статьи, с учетом особенностей <a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z179"">части 4-1</a>",
 и пунктом 1) части 2-1 ,43,z1894," и пунктом 1) <a href=""http://85.202.192.66:9096/rus/docs/K1400000226#z1894"">части 2-1</a>",
